Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Rating,Number of reviews,Features,Features (english),Product link,Created at
Dampfbügelstation,Steam Iron Station ,BOSCH,lidlde,100333411,"BOSCH Dampfbügelstation »TDS4050«, mit Abschaltautomatik","BOSCH steam ironing station »TDS4050«, with automatic switch-off",https://www.lidl.de/media/fec8193e66733adc210f085940993703.jpeg,99.99,229.99,EUR,4.7,20,"Dampfbügelstation »TDS4050«, mit Abschaltautomatik
 
Eigenschaften
 
 
EasyComfort: kein Einstellen und kein Vorsortieren - einfach, schnell und sicher bügeln
 
i-Temp: Temperatur und Dampf optimal kombiniert
 
Für schnelles und sicheres Bügeln aller bügelbaren Stoffe
 
SecureLock System: fixiert das Bügeleisen auf der Dampfstation für mehr Sicherheit bei Transport und
 
Aufbewahrung
 
Calc'nClean Easy: Schädliche Kalkablagerungen im Bügeleisen werden einfach entfernt und in einem separaten Behälter gesammelt
 
Vertikaldampf - zum Auffrischen von Kleidung
 
Automatisches Abschalten bei längerem Stillstand
 
Praktisches Fach zum Verstauen des Kabels
 
Fassungsvermögen Wassertank: 1,3 l
 
 
 
Technische Daten
 
 
Leistung: 2400 Watt
 
Dampfdruck: 5,5 Bar
 
Dampfmenge: 120 g/min
 
 
 
Material
 
Kunststoff
 
 
Maße
 
ca. 26 x 19,2 x 38,5 cm
 
 
Gewicht
 
ca. 3,45 kg","»TDS4050« steam ironing station, with automatic switch-off
 
properties
 
 
EasyComfort: no setting and no sorting - ironing is easy, quick and safe
 
i-Temp: temperature and steam optimally combined
 
For quick and safe ironing of all ironable fabrics
 
SecureLock System: fixes the iron on the steam station for more security during transport and
 
storage
 
Calc'nClean Easy: Harmful limescale deposits in the iron are simply removed and collected in a separate container
 
Vertical steam - for freshening up clothes
 
Automatic shutdown in the event of a long standstill
 
Practical compartment for stowing the cable
 
Water tank capacity: 1.3 l
 
 
 
Technical specifications
 
 
Power: 2400 watts
 
Steam pressure: 5.5 bar
 
Steam amount: 120 g / min
 
 
 
material
 
plastic
 
 
Dimensions
 
approx. 26 x 19.2 x 38.5 cm
 
 
Weight
 
approx. 3.45 kg",https://www.lidl.de/p/bosch-dampfbugelstation-tds4050-mit-abschaltautomatik/p100333411,2021-12-22 05:03:16.074856+00:00
Dampfbügelstation,Steam Iron Station ,CLATRONIC,lidlde,100314094,CLATRONIC Dampfbügelstation DBS 3749,CLATRONIC steam ironing station DBS 3749,https://www.lidl.de/media/a635174962b5dfc62db7883ea78debb4.jpeg,39.99,69.95,EUR,4.3,16,"CLATRONIC Dampfbügelstation »DBS 3749«, Keramiksohle, 2400 Watt
Highlights
Kratzfeste Keramiksohle mit hervorragendem Gleitverhalten
2400 Watt max.
3,5 bar Dampfdruck –hoher Dampfausstoß(max. 90 g/Min.)
1,2 Liter abnehmbarerWassertank
Eigenschaften
Kratzfeste und leichtgängige „Superglide“-Keramiksohle mit hervorragendem Gleitverhalten 
3,5 bar Dampfdruck mit gleichbleibend, hohem Dampfausstoß (max. 90 g/Min.) 
Gleichmäßige Dampfverteilung durch 11 Dampfdüsen 
Horizontale und vertikale Dampffunktion 
Abnehmbarer Wassertank (1,2 Liter), bei durchschnittlichem Betrieb ausreichend für bis zu 80 Min. 
Elektronisches Anti-Tropf-System 
Kontrollleuchte 
Stufenlose Temperaturregelung 
Extra große Abstellfläche für stabile Ablage des Bügeleisens 
Transportsicherung (arretierbar) 
Extra langes Anschlusskabel 
Kabelstaufach 
Technische Daten
Spannung: 220-240 V / 50-60 Hz 
Leistung: ca. 2400 Watt ","CLATRONIC steam ironing station »DBS 3749«, ceramic sole, 2400 watts
Highlights
Scratch-resistant ceramic sole with excellent sliding properties
2400 watts max.
3.5 bar steam pressure - high steam output (max. 90 g / min.)
1.2 liter removable water tank
properties
Scratch-resistant and smooth-running ""Superglide"" ceramic sole with excellent gliding properties
3.5 bar steam pressure with constant, high steam output (max. 90 g / min.)
Even steam distribution through 11 steam nozzles
Horizontal and vertical steam function
Removable water tank (1.2 liters), sufficient for up to 80 minutes with average operation.
Electronic anti-drip system
Indicator light
Stepless temperature control
Extra large storage area for stable storage of the iron
Transport lock (lockable)
Extra long connection cable
Cable storage compartment
Technical specifications
Voltage: 220-240 V / 50-60 Hz
Power: approx. 2400 watts",https://www.lidl.de/p/clatronic-dampfbugelstation-dbs-3749/p100314094,2021-12-22 05:03:18.634318+00:00
Dampfbügelstation,Steam Iron Station ,Tefal,lidlde,100339450,"Tefal Dampfbügelstation »Express Essential SV6120«, 2200 Watt","Tefal steam ironing station ""Express Essential SV6120"", 2200 watts",https://www.lidl.de/media/d8a802ce9fd8c36ab26e40c3c729be63.jpeg,99.99,189.99,EUR,5.0,1,"Tefal Dampfbügelstation »Express Essential SV6120«, 2200 Watt
 
Eigenschaften
 
 
Leichtgleitende Keramik Bügelsohle mit Precision Tip
 
Schnellaufheizend innerhalb von 2 Minuten
 
Jederzeit befüllbarer Wassertank mit 1,4 Liter Kapazität
 
Einfache Entkalkung durch Calc Clear Technologie Selbstreinigungsfunktion
 
Großes Bügeleisenheck für stabile Ablage
 
Bügeleisen steht stabil auf der Abstellfläche
 
Lock Funktion, die das Bügeleisen sicher für den Transport auf der Station befestigt
 
Kabelaufbewahrung für Dampfschlauch im Gehäuse integriert
 
 
 
Technische Daten
 
 
Leistung: 2200 W
 
Dampfmenge: 120 g/min
 
Extra Dampfstoß: 320 g/min
 
Pumpendruck: 5,3 Bar
 
 
 
Material
 
Kunststoff, Keramik
 
 
Maße
 
 
Gerät: ca. 39 x 21,2 x 29,2 cm
 
Kabellänge: 1,6 m
 
 
 
Gewicht
 
ca. 4,41 kg","Tefal steam ironing station ""Express Essential SV6120"", 2200 watts
 
properties
 
 
Smooth-gliding ceramic soleplate with Precision Tip
 
Rapid heating within 2 minutes
 
Water tank with 1.4 liter capacity that can be filled at any time
 
Easy descaling thanks to the Calc Clear technology, self-cleaning function
 
Large iron stern for stable storage
 
The iron is stable on the shelf
 
Lock function that secures the iron securely for transport on the station
 
Cable storage for steam hose integrated in the housing
 
 
 
Technical specifications
 
 
Power: 2200 W
 
Steam amount: 120 g / min
 
Extra burst of steam: 320 g / min
 
Pump pressure: 5.3 bar
 
 
 
material
 
Plastic, ceramic
 
 
Dimensions
 
 
Device: approx. 39 x 21.2 x 29.2 cm
 
Cable length: 1.6 m
 
 
 
Weight
 
approx. 4.41 kg",https://www.lidl.de/p/tefal-dampfbugelstation-express-essential-sv6120-2200-watt/p100339450,2021-12-22 05:03:19.909674+00:00
Dampfbügelstation,Steam Iron Station ,BRAUN,lidlde,100313997,BRAUN Dampfbügelstation IS3022,BRAUN steam ironing station IS3022,https://www.lidl.de/media/a228ff7452b0e22fd864dc1e32e7278e.jpeg,119,261,EUR,5.0,4,"BRAUN Dampfbügelstation IS3022
Glättet perfekt. Über alle Hindernisse. Sogar rückwärts.
Die Braun Eloxal 3D BackGlide Bügelsohle kombiniert als erste Bügelsohle eine spezielle Beschichtung mit einer einzigartig abgerundeten Bügelsohle. So wird ein gleichmäßiges Bügeln in alle Richtungen ermöglicht. Problemloses Bügeln bei Knöpfen, Taschen und Unebenheiten im Stoff.
Großer, abnehmbarer Wassertank.
Einfaches Befüllen und Transportieren aufgrund des abnehmbaren Wassertanks und des kompakten Designs.
CalcClean System.
Um optimale Leistung zu garantieren, zeigt eine LED-Anzeige an, wenn die Dampfbügelstation entkalkt werden muss.
50% Zeitersparnis.
Gemäß eines internen Vergleichstests mit dem Braun TexStyle 5 Bügeleisen.
Kraftvoller Dampfstoß.
Stärkerer Dampfstoß im Vergleich zu Dampfbügeleisen. Höherer Druck für ein optimales Durchdringen des Stoffs mit feinem Wasserdampf. Schnelleres Glätten von Falten.
Kompaktes Design für einfache Aufbewahrung.
Großer Wassertank in kompaktem Design.
Kabelaufbewahrung.
Zwei Klips an den Seiten des Geräts ermöglichen das Verstauen des Stromkabels und Dampfschlauchs – für einfaches Transportieren und Verstauen.
Easy lock System.
Die Transport-verriegelung sorgt für einfaches und sicheres Transportieren und Verstauen der Dampfbügelstation.
Eigenschaften
 
Temperatureinstellung Manuell (Knopf) 
Bügelsohle Eloxal 3D 
Leistung 2.400 W 
Konstanter Dampf 120 g/min 
Dampfdruck/ Dampfstoß 5,5 bar/ 330 g/min 
Wassertank 2 l (abnehmbar) 
Transportverriegelung ja 
Wassertank jederzeit auffüllbar ja 
CalcClean System ja 
Transportverriegelung 1.8 m 
Stromkabellänge 1.6 m 
Schlauchlänge ja 
Kabelaufbewahrung ja 
Leitungswassergeeignet ca. 36 x 19 x 18 cm 
Abmessungen (ohne Bügeleisen) ca. 36 x 28 x 18 cm 
Abmessungen (mit Bügeleisen) ca. 4.8 kg","BRAUN steam ironing station IS3022
Smooths perfectly. Over all obstacles. Even backwards.
The Braun Eloxal 3D BackGlide soleplate is the first soleplate to combine a special coating with a uniquely rounded soleplate. This enables even ironing in all directions. Trouble-free ironing of buttons, pockets and unevenness in the fabric.
Large, removable water tank.
Easy to fill and transport due to the removable water tank and compact design.
CalcClean system.
In order to guarantee optimal performance, an LED display shows when the steam generator iron needs to be descaled.
50% time saving.
According to an internal comparison test with the Braun TexStyle 5 iron.
Powerful burst of steam.
Stronger burst of steam compared to steam irons. Higher pressure for optimal penetration of the fabric with fine water vapor. Faster smoothing of wrinkles.
Compact design for easy storage.
Large water tank in a compact design.
Cable storage.
Two clips on the sides of the device allow the power cable and steam hose to be stowed away - for easy transport and storage.
Easy lock system.
The transport lock ensures easy and safe transport and storage of the steam ironing station.
properties
 
Temperature setting manual (button)
Soleplate anodized 3D
Output 2,400 W.
Constant steam 120 g / min
Steam pressure / steam boost 5.5 bar / 330 g / min
2 l water tank (removable)
Transport lock yes
Water tank refillable at any time yes
CalcClean system yes
Transport lock 1.8 m
Power cable length 1.6 m
Hose length yes
Cable storage yes
Suitable for tap water approx. 36 x 19 x 18 cm
Dimensions (without iron) approx. 36 x 28 x 18 cm
Dimensions (with iron) approx. 4.8 kg",https://www.lidl.de/p/braun-dampfbugelstation-is3022/p100313997,2021-12-22 05:03:21.104005+00:00
Dampfbügelstation,Steam Iron Station ,Tefal,lidlde,100331164,Tefal Dampfbügelstation EXPRESS EASY SV6130,Tefal steam ironing station EXPRESS EASY SV6130,https://www.lidl.de/media/3983c4c9db1a6700c820e4db85eff28b.jpeg,109.99,199,EUR,4.0,2,"Tefal Dampfbügelstation EXPRESS EASY »SV6130«
 
Eigenschaften
 
 
Vertikaldampf
 
Dampf- & Temperatureinstellung: manuelle Einstellung
 
Bügelsohlentechnologie Ceramic Xpress Glide
 
Kontinuierliche Dampfverteilung Spitze und Seitenrand
 
Konzentrierter Dampfstoß an der Spitze der Bügelsohle
 
Tropfstopp
 
Automatische Abschaltung
 
Eco-Modus
 
Verriegelungssystem
 
Abnehmbarer Wassertank
 
Kontinuierliche Wiederbefüllung
 
 
Material
 
Kunststoff
 
Technische Daten
 
 
Dampfmenge Professionell (>120 g/min)
 
Dampfstoß Professionell (>360 g/min)
 
Wassertankkapazität Extra groß (1,7 L)
 
Leistung 2.200 W
 
 
 
 
 
Maße
 
ca. 256 x 179 x 362 mm
 
Gewicht
 
ca. 4.030 g
 
 ","Tefal steam ironing station EXPRESS EASY »SV6130«
 
properties
 
 
Vertical steam
 
Steam & temperature setting: manual setting
 
Ceramic Xpress Glide soleplate technology
 
Continuous steam distribution at the tip and side edge
 
Concentrated burst of steam at the tip of the soleplate
 
Drip stop
 
Automatic shutdown
 
Eco mode
 
Locking system
 
Removable water tank
 
Continuous refilling
 
 
material
 
plastic
 
Technical specifications
 
 
Professional steam rate (> 120 g / min)
 
Professional burst of steam (> 360 g / min)
 
Extra large water tank capacity (1.7 L)
 
Power 2,200 W.
 
 
 
 
 
Dimensions
 
approx. 256 x 179 x 362 mm
 
Weight
 
approx. 4,030 g",https://www.lidl.de/p/tefal-dampfbugelstation-express-easy-sv6130/p100331164,2021-12-22 05:03:24.123569+00:00
Dampfbügelstation,Steam Iron Station ,GRUNDIG,lidlde,100335944,"GRUNDIG Dampfbügelstation »SIS6170«, 2400 W","GRUNDIG steam ironing station »SIS6170«, 2400 W",https://www.lidl.de/media/b8a2de74f2659ac3f7a7d403628a96df.jpeg,69.99,146,EUR,4.8,4,"GRUNDIG Dampfbügelstation »SIS6170«, 2400 W
 
Eigenschaften
 
 
Keramik Bügelsohle SteamXtra®Soleplate
 
Vertikaldampf
 
Wassertank 1 Liter
 
Selbstreinigungsfunktion
 
Smart Mode /Eco Mode
 
Automatische Abschaltung
 
Kalkkartusche
 
LED
 
 
 
Technische Daten
 
 
Leistung: 2400 W
 
Dampfdruck: 5,8 Bar
 
Dampfleistung: bis zu 100 g / Minuten
 
 
 
Maße
 
ca. 36,5 x 28 x 45,5 cm
 
 
Gewicht
 
ca. 4,5 kg","GRUNDIG steam ironing station »SIS6170«, 2400 W
 
properties
 
 
Ceramic soleplate SteamXtra®Soleplate
 
Vertical steam
 
1 liter water tank
 
Self-cleaning function
 
Smart Mode / Eco Mode
 
Automatic shutdown
 
Lime cartridge
 
LED
 
 
 
Technical specifications
 
 
Power: 2400 W
 
Steam pressure: 5.8 bar
 
Steam output: up to 100 g / minutes
 
 
 
Dimensions
 
approx. 36.5 x 28 x 45.5 cm
 
 
Weight
 
approx. 4.5 kg",https://www.lidl.de/p/grundig-dampfbugelstation-sis6170-2400-w/p100335944,2021-12-22 05:03:27.504999+00:00
Dampfbügelstation,Steam Iron Station ,Tefal,lidlde,100331163,Tefal Dampfbügelstation Express Airglide »SV8001«,Tefal steam ironing station Express Airglide »SV8001«,https://www.lidl.de/media/4d0794afc2d3c09f6cb4debd62670f0d.jpeg,139,249,EUR,4.6,10,"Tefal Dampfbügelstation Express Airglide »SV8001«
Eigenschaften
 
Besonders gleitfähig und kratzfest
Abnehmbarer , transparenter XXL Wassertank (1,8 l)
Verschlusssystem mit Schnellverriegelung für einfachen und sicheren Transport
Schnellaufheizend : einsatzbereit in nur 2 Minuten
Automatische Abschaltung nach 8 Minuten ohne Gebrauch
 
Technische Daten
 
Leistung: 2800 Watt
Pumpendruck: 6,3 bar
Dampfmenge: 120 g/min
Extra Dampfstoß: 410 g/min
 
Material
 
Kunststoff, Metall 
 
 
Maße
 
ca. 40 x 28,5 x 31 cm 
Gewicht
 
ca. 3,34 kg ","Tefal steam ironing station Express Airglide »SV8001«
properties
 
Particularly slippery and scratch-resistant
Removable, transparent XXL water tank (1.8 l)
Locking system with quick locking for easy and safe transport
Fast heating: ready to use in just 2 minutes
Automatic shutdown after 8 minutes of inactivity
 
Technical specifications
 
Power: 2800 watts
Pump pressure: 6.3 bar
Steam amount: 120 g / min
Extra burst of steam: 410 g / min
 
material
 
Plastic, metal
 
 
Dimensions
 
approx. 40 x 28.5 x 31 cm
Weight
 
approx. 3.34 kg",https://www.lidl.de/p/tefal-dampfbugelstation-express-airglide-sv8001/p100331163,2021-12-22 05:03:30.252976+00:00
Dampfbügelstation,Steam Iron Station ,Tefal,lidlde,100327163,Tefal SV9201 Dampfbügelstation,Tefal SV9201 steam ironing station,https://www.lidl.de/media/897651c3ff1bee9415f31edd843243ae.jpeg,158.99,399.99,EUR,4.3,8,"Tefal SV9201 Dampfbügelstation
Die Dampfbügelstation Express Protect mit ihrer herausragenden Dampfleistung sorgt für hervorragendeBügelergebnisse und knitterfreie Kleidung. Diese hocheffiziente Dampfbügelstation garantiert sichereBügelarbeiten ohne zusätzliche Einstellungen und ohne Verbrennungsgefahr für bügelbare Textilien. Derherausnehmbare Anti-Kalk-Kollektor erleichtert die Wartung des Systems. Darüber hinaus sorgt diefortschrittliche Durilium Airglide Autoclean-Technologie der Bügelsohle für eine einwandfreieGleitfähigkeit.
Eigenschaften
Bügelsohlentechnologie Durilium AirGlide Autoclean 
Gleitfähigkeit der Bügelsohle 5 Sterne 
Haltbarkeit der Bügelsohle / Kratzfestigkeit 5 Sterne 
Kontinuierliche Dampfverteilung Spitze, Seitenrand und Kern 
Präzisionsspitze 
Konzentrierter Dampfstoß an der Spitze der Bügelsohle 
Silence Technologie 
Tropfstopp 
Automatische Abschaltung 
Eco-Modus 
Technische Daten
Leistung 2800 W 
Variable Dampfmenge 130 g/min 
Dampfstoß 530 g/min 
Pumpendruck 7,5 bar 
Vertikaldampf 
Dampf- & Temperatureinstellung Elektronisch keine Einstellung erforderlich 
Aufwärmzeit 2 min 
Gewicht Bügeleisen 1,3 kg 
Länge Dampfschlauch 1,60 m 
Länge Netzkabel 1,7 m","Tefal SV9201 steam ironing station
The Express Protect steam ironing station with its outstanding steam output ensures excellent ironing results and crease-free clothing. This highly efficient steam ironing station guarantees safe ironing work without additional settings and without the risk of burns for ironable textiles. The removable anti-limescale collector makes it easy to maintain the system. In addition, the advanced Durilium Airglide Autoclean technology of the soleplate ensures perfect gliding.
properties
Durilium AirGlide Autoclean soleplate technology
5 star sliding properties of the soleplate
Durability of the soleplate / scratch resistance 5 stars
Continuous steam distribution tip, side edge and core
Precision tip
Concentrated burst of steam at the tip of the soleplate
Silence technology
Drip stop
Automatic shutdown
Eco mode
Technical specifications
Output 2800 W.
Variable amount of steam 130 g / min
Burst of steam 530 g / min
Pump pressure 7.5 bar
Vertical steam
Steam & temperature setting Electronically no setting required
Warm-up time 2 min
Weight iron 1.3 kg
Length of steam hose 1.60 m
Length of power cable 1.7 m",https://www.lidl.de/p/tefal-sv9201-dampfbugelstation/p100327163,2021-12-22 05:03:31.482515+00:00
Dampfbügelstation,Steam Iron Station ,PHILIPS,lidlde,100281813,PHILIPS Bügelstation GC9315/30 Perfect Care Aqua Pro,PHILIPS Ironing Station GC9315 / 30 Perfect Care Aqua Pro,https://www.lidl.de/media/d9fc8382d1acb96294b353a7a22ac797.jpeg,139,249.99,EUR,4.9,61,"Highlights
Extragroßer Wasserbehälter 
Energie sparen mit ECO-Modus
Starker Dampfausstoß
Extragroßer Wasserbehälter für langen Gebrauch
Der Wasserbehälter verfügt über ein besonders großes Fassungsvermögen von 2,5 l. Dies ermöglicht eine komfortable, kontinuierliche Nutzung von bis zu 3 Stunden, in denen der Tank nicht nachgefüllt werden muss. Zudem ist er transparent, damit Du jederzeit aus allen Winkeln sehen kannst, wie viel Wasser noch vorhanden ist.
Einfaches und effizientes System zum Entkalken
Regelmäßiges Entkalken schützt Dein Bügeleisen und gewährleistet, dass Du weiterhin die beste Dampfleistung erhälst. Die speziell entwickelte und optimal positionierte Easy De-Calc Plus-Funktion bietet die ideale Methode zur Entfernung von Kalkablagerungen und verlängert die Lebensdauer Deiner Dampfbügelstation.
Energie sparen mit ECO-Modus
Der ECO-Modus ermöglicht es Dir, Energie zu sparen, ohne Kompromisse bei Deinem Bügelergebnis eingehen zu müssen. Der ECO-Modus verwendet weniger Dampf, der dennoch ausreicht, um Deine gesamte Kleidung zu bügeln
Abschaltautomatik
Schaltet automatisch aus für mehr Sicherheit und geringeren Energieverbrauch. Die Abschaltautomatik sorgt dafür, dass sich das Gerät abschaltet, wenn es einige Minuten nicht verwendet worden ist. Das spart Energie und sorgt zudem für Gefühl der Sicherheit.
Eigenschaften
Aufheizdauer: 2 Min.
Schlauchlänge: 1,7 m
Problemlos auf allen bügelbaren Stoffen anwendbar: Sogar auf empfindlichen Stoffen wie Seide 
Bügelsohlenname: T-ionicGlide 
Fassungsvermögen des Wasserbehälters: 2.5 L
Länge des Netzkabels: 1,8 m 
Während des Bügelns jederzeit auffüllbar 
Automatische Sicherheitsabschaltung 
Für Leitungswasser geeignet 
Kratzfeste Bügelsohle: 5 Sterne 
Bewegliches Kabel (Kabelgelenk): Um 360 Grad bewegliches Kabel 
Extra große Einfüllöffnung 
Präzisionsdampfspitze
Betriebsbereit: Lichtanzeige 
Gleitfähigkeit der Bügelsohle: 5 Sterne
Technische Daten
Leistung: Max. 2.100 W
Max. 6,5 bar
Bis zu 120 g/min
Bis zu 420 g Dampfstoß","Highlights
Extra large water tank
Save energy with ECO mode
Strong steam output
Extra large water tank for long use
The water tank has a particularly large capacity of 2.5 l. This enables comfortable, continuous use of up to 3 hours in which the tank does not have to be refilled. It is also transparent so that you can always see from all angles how much water is left.
Simple and efficient system for descaling
Regular descaling protects your iron and ensures that you continue to get the best steam output. The specially developed and optimally positioned Easy De-Calc Plus function offers the ideal method for removing limescale deposits and extends the service life of your steam ironing station.
Save energy with ECO mode
The ECO mode enables you to save energy without having to compromise on your ironing result. The ECO mode uses less steam, which is still enough to iron all of your clothes
Automatic switch-off
Switches off automatically for more safety and lower energy consumption. The automatic switch-off ensures that the device switches itself off if it has not been used for a few minutes. This saves energy and also ensures a feeling of security.
properties
Heating time: 2 min.
Hose length: 1.7 m
Can be used without problems on all ironable fabrics: even on delicate fabrics such as silk
Soleplate name: T-ionicGlide
Water tank capacity: 2.5 L
Power cord length: 1.8 m
Refillable at any time while ironing
Automatic safety shutdown
Suitable for tap water
Scratch-resistant soleplate: 5 stars
Movable cable (cable joint): Cable that can be moved 360 degrees
Extra large filling opening
Precision steam tip
Ready for use: light display
Slidability of the soleplate: 5 stars
Technical specifications
Power: max. 2,100 W
Max. 6.5 bar
Up to 120 g / min
Up to 420 g of steam",https://www.lidl.de/p/philips-bugelstation-gc9315-30-perfect-care-aqua-pro/p100281813,2021-12-22 05:03:32.761182+00:00
Schreibtischventilator,Desk Fan,SILVERCREST,lidlde,100325408,"SILVERCREST® Tischventilator, 3 Geschwindigkeitsstufen","SILVERCREST® table fan, 3 speed levels",https://www.lidl.de/media/38985e6cd115c156af03d65852c8a837.jpeg,29.99,29.99,EUR,4.7,25,"SILVERCREST® Tischventilator, mit 3 Geschwindigkeitsstufen
Eigenschaften
 
3 Geschwindigkeitsstufen 
Optionale Schwenkbewegung von 85° Grad 
Einstellbarer Kippwinkel 
Technische Daten 
 
Nennleistung: 45 W 
Betriebsspannung: 220-240 V~
Maße
 
B 33,5 x H 25,2 x T 43,3 cm
Ventilatorflügel: Ø ca. 30 cm 
 
Gewicht
2,8 kg","SILVERCREST® table fan, with 3 speed levels
properties
 
3 speed levels
Optional swivel movement of 85 degrees
Adjustable tilt angle
Technical specifications
 
Nominal power: 45 W.
Operating voltage: 220-240 V ~
Dimensions
 
W 33.5 x H 25.2 x D 43.3 cm
Fan blades: Ø approx. 30 cm

Weight
2.8 kg",https://www.lidl.de/p/silvercrest-tischventilator-3-geschwindigkeitsstufen/p100325408,2021-12-22 05:03:38.743910+00:00
Schreibtischventilator,Desk Fan,SILVERCREST,lidlde,100325410,"SILVERCREST® Tischventilator Turbo »STVT 35 A1«, 21 W","SILVERCREST® Tischventilator Turbo »STVT 35 A1«, 21 W",https://www.lidl.de/media/e7a02d5b70e0dfc8a02c58f835a9dda0.jpeg,14.99,14.99,EUR,4.7,77,"SILVERCREST® Tischventilator Turbo »STVT 35 A1«, stufenlos neigbar
Eigenschaften
 
3 Geschwindigkeitsstufen 
Stufenlos neigbar 
3 Rotorblätter für besonders großen Luftstrom 
Technische Daten
 
Nennleistung: 21 W 
Betriebsspannung: 220-240 V~
Maße
 
B 27 x H 13,5 x T 26 cm
Gitter Ø ca. 22 cm 
Gewicht
1,2 kg","SILVERCREST® table fan Turbo »STVT 35 A1«, infinitely adjustable
properties
 
3 speed levels
Infinitely inclinable
3 rotor blades for particularly large airflow
Technical specifications
 
Nominal power: 21 W.
Operating voltage: 220-240 V ~
Dimensions
 
W 27 x H 13.5 x D 26 cm
Grid Ø approx. 22 cm
Weight
1.2 kg",https://www.lidl.de/p/silvercrest-tischventilator-turbo-stvt-35-a1-21-w/p100325410,2021-12-22 05:03:41.329583+00:00
Luftbefeuchter,Humidifier,Emerio,lidlde,100254995,Emerio Luftbefeuchter HF108502,Emerio humidifier HF108502,https://www.lidl.de/media/906ed5a77192596f5fd18123794ea033.jpeg,135.99,249.95,EUR,3.0,2,"Eigenschaften
Wasserfüllmenge 7,5 l 
Verdampfer 
Geeignet für Raumgröße 65m² 
Befeuchterleistung 480g/h 
Lowdb 
Antibakterieller Silberwürfel 
Automatische Abschaltung 
Nachtmodus 
Leicht zu reinigen 
Ultraschall 
Lieferumfang
Basisgerät Ober- und Unterteil 
1 Kalkfilterkartusche 
1 Clean Cube 
Bedienungsanleitung 
Maße 
ca. B 26 x H 37 x T 20 cm
Gewicht
ca. 4 kg","properties
Water capacity 7.5 l
Evaporator
Suitable for room size 65m²
Humidifier output 480g / h
Lowdb
Antibacterial silver cube
Automatic shutdown
Night mode
Easy to clean
Ultrasonic
scope of delivery
Base unit upper and lower part
1 lime filter cartridge
1 clean cube
operation manual
Dimensions
approx. W 26 x H 37 x D 20 cm
Weight
approx. 4 kg",https://www.lidl.de/p/emerio-luftbefeuchter-hf108502/p100254995,2021-12-22 05:03:46.338083+00:00
Luftbefeuchter,Humidifier,SILVERCREST,lidlde,100321856,"SILVERCREST® Ultraschall Aroma Diffuser, mit Licht","SILVERCREST® ultrasonic aroma diffuser, with light",https://www.lidl.de/media/597f59a8a7b8ec6883ec247d1a30097e.jpeg,21.99,21.99,EUR,4.7,226,"SILVERCREST® Ultraschall Aroma Diffuser mit Lichtwechsel
Eigenschaften
 
Mit stimmungsvollem Lichtwechsel 
Ideal als Luftbefeuchter für ein angenehmes Raumklima 
 Durch Zugabe von ätherischen Ölen als Lufterfrischer verwendbar 
 Erzeugt mittels Ultraschall einen feinen, kühlen Nebel 
Automatische Sicherheitsabschaltung bei leerem Wassertank 
Inklusive 2x ätherischer Öle, Netzadapter, Anleitung und praktischen Messbechers 
 Mit Timer (1 h / 3 h / 6 h) 
 Füllmenge: max. 300 ml 
 Laufzeit mit einer Füllmenge: ca. 12 Stunden 
Mit Lavendelöl (Natürliches Öl) und Melaleuca Alternifolia (Teebaum) Blatt-Öl
<strong>Maße</strong>
<ul>
<li>Holzdesign: ca. 16,8 x 16,8 x 15,1 cm </li>
<li>Holzdesign mit transparantem Deckel: ca. 16,8 x 16,8 x 14,8 cm</li>
</ul>
Lieferumfang
 
 Aroma Diffuser
2x ätherischer Öle
Netzadapter
 Anleitung 
Messbecher
Maße
 
Holzdesign: ca. 16,8 x 16,8 x 15,1 cm 
Holzdesign mit transparantem Deckel: ca. 16,8 x 16,8 x 14,8 cm
Gewicht
 
Holzdesign: ca. 405 g
Holzdesign mit transparantem Deckel: ca. 365 g","SILVERCREST® ultrasonic aroma diffuser with light change
properties
 
With an atmospheric change of light
Ideal as a humidifier for a pleasant room climate
 Can be used as an air freshener by adding essential oils
 Generates a fine, cool mist using ultrasound
Automatic safety shutdown when the water tank is empty
Including 2x essential oils, power adapter, instructions and practical measuring cup
 With timer (1 h / 3 h / 6 h)
 Filling quantity: max. 300 ml
 Running time with one filling quantity: approx. 12 hours
With lavender oil (natural oil) and Melaleuca Alternifolia (tea tree) leaf oil
<strong> Dimensions </strong>
<ul>
<li> Wood design: approx. 16.8 x 16.8 x 15.1 cm </li>
<li> Wood design with transparent lid: approx. 16.8 x 16.8 x 14.8 cm </li>
</ul>
scope of delivery
 
 Aroma diffuser
2x essential oils
AC adapter
 manual
measuring cup
Dimensions
 
Wood design: approx. 16.8 x 16.8 x 15.1 cm
Wood design with transparent lid: approx. 16.8 x 16.8 x 14.8 cm
Weight
 
Wood design: approx. 405 g
Wood design with transparent lid: approx. 365 g",https://www.lidl.de/p/silvercrest-ultraschall-aroma-diffuser-mit-licht/p100321856,2021-12-22 05:03:47.548026+00:00
