Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Rating,Number of reviews,Features,Features (english),Product link
Electric toothbrush,Electric toothbrush,apple,walmart,6EQS4RFRWCSL,"Philips Sonicare FlexCare Platinum Rechargeable Electric Toothbrush, HX9192/01","Philips Sonicare FlexCare Platinum Rechargeable Electric Toothbrush, HX9192/01",https://i5.walmartimages.com/asr/0050b691-f663-46a0-b29f-e2c7b7afb6e3_1.060d96b96120c5181fdd0234560518ac.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,129.99,249.99,USD,4.5,129,$20 Mail in Rebate Available. See About This Item for Details,$20 Mail in Rebate Available. See About This Item for Details,https://www.walmart.com/ip/Philips-Sonicare-FlexCare-Platinum-Rechargeable-Electric-Toothbrush-HX9192-01/52396942?athbdg=L1700
Electric toothbrush,Electric toothbrush,apple,walmart,46SJ5H670IT3,Philips One By Sonicare Battery Toothbrush,Philips One By Sonicare Battery Toothbrush,https://i5.walmartimages.com/asr/e6aa5278-576c-4973-a173-df71dd6f448d.73e7a5c6c0535ceea99bda25ec96ed28.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.95,24.95,USD,4.6,684,Philips Sonicare Philips One by Sonicare Battery Toothbrush Mint Light Green,Philips Sonicare Philips One by Sonicare Battery Toothbrush Mint Light Green,https://www.walmart.com/ip/Philips-One-By-Sonicare-Battery-Toothbrush-Mint-Blue-HY1100-03/854779644
Electric toothbrush,Electric toothbrush,apple,walmart,4MYJ8TVGIWPH,"Philips Sonicare ProtectiveClean 5100 Plaque Control, Rechargeable Electric Toothbrush","Philips Sonicare ProtectiveClean 5100 Plaque Control, Rechargeable Electric Toothbrush",https://i5.walmartimages.com/asr/cabfe98c-a599-4d75-8836-c5d336881c69.71f43be0d4ba1dec05a4384792be0519.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,69.97,79.97,USD,4.5,256,2 week battery life,2 week battery life,https://www.walmart.com/ip/Philips-Sonicare-ProtectiveClean-5100-HX6850-60-Gum-Health-Rechargeable-Electric-Toothbrush-with-Pressure-Sensor-Black/463388403?athbdg=L1300
Electric toothbrush,Electric toothbrush,apple,walmart,66RVE6S9UDOO,Philips Sonicare Dailyclean 1100 Hx3411/04 - Carton,Philips Sonicare Dailyclean 1100 Hx3411/04 - Carton,https://i5.walmartimages.com/asr/3e005d63-cca6-4ea8-942a-0455be38cd57.7750746721e83b97f9f078fbf5b70b5a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,24.97,,USD,4.4,300,High-quality bristles remove plaque along the gum line better than a manual toothbrushBattery life lasts up to 14 daysThe Smartimer encourages thorough 2 minutes of brushing,High-quality bristles remove plaque along the gum line better than a manual toothbrushBattery life lasts up to 14 daysThe Smartimer encourages thorough 2 minutes of brushing,https://www.walmart.com/ip/Philips-Sonicare-Dailyclean-1100-Hx3411-04-Carton/789470433
Electric toothbrush,Electric toothbrush,apple,walmart,626XHIA4DHZ4,Philips Sonicare Dailyclean 2100 HX3211/17 Rechargeable Electric Toothbrush,Philips Sonicare Dailyclean 2100 HX3211/17 Rechargeable Electric Toothbrush,https://i5.walmartimages.com/asr/0b46756e-bf00-4b70-9a4a-e43cb9e31baa.10d20c2ce243cfabe5f441dd544dc97f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,29.95,39.97,USD,4.5,349,Helps improve gum healthHelps naturally remove stainsUp to 2X more plaque removal*,Helps improve gum healthHelps naturally remove stainsUp to 2X more plaque removal*,https://www.walmart.com/ip/Philips-Sonicare-Dailyclean-2100-HX3211-17-Rechargeable-Electric-Toothbrush/50737817?athbdg=L1300
Electric toothbrush,Electric toothbrush,apple,walmart,5A75OBRRYLO8,"Philips Sonicare ProtectiveClean 4100 HX6817/01 Plaque Control, Rechargeable Electric Toothbrush with Pressure Sensor, White Mint","Philips Sonicare ProtectiveClean 4100 HX6817/01 Plaque Control, Rechargeable Electric Toothbrush with Pressure Sensor, White Mint",https://i5.walmartimages.com/asr/4ee515aa-36d2-47b3-a993-bf840b294e8b.9a5e1b2c084b2b0e872133669b79eb63.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,46.48,,USD,4.5,1019,"Includes 1 Philips Sonicare 4100 handle, 1 charger, 1 Optimal Plaque Control brush head2 week battery lifeRemoves","Includes 1 Philips Sonicare 4100 handle, 1 charger, 1 Optimal Plaque Control brush head2 week battery lifeRemoves",https://www.walmart.com/ip/Philips-Sonicare-ProtectiveClean-4100-HX6817-01-Plaque-Control-Rechargeable-Electric-Toothbrush-with-Pressure-Sensor-White-Mint/728536307
Electric toothbrush,Electric toothbrush,apple,walmart,3LPN6Y9DYM4L,Philips One By Sonicare Rechargeable Toothbrush,Philips One By Sonicare Rechargeable Toothbrush,https://i5.walmartimages.com/asr/6527e702-58b5-410f-a1d2-7fbbe969f4da.f82bfee11d866f65c50df4c6a76b3220.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,23.95,39.95,USD,4.7,568,"Designed with you in mind, Philips One is a big step up from manual brushingMicro vibrations and tapered bristles gently polish teeth for a brighter smileColorful design, sleek","Designed with you in mind, Philips One is a big step up from manual brushingMicro vibrations and tapered bristles gently polish teeth for a brighter smileColorful design, sleek",https://www.walmart.com/ip/Philips-One-By-Sonicare-Rechargeable-Toothbrush-Shimmer-HY1200-05/647298073
Electric toothbrush,Electric toothbrush,apple,walmart,2NIMEEF3AQML,"Philips Sonicare ProtectiveClean 6100 HX6871/49 Whitening Rechargeable Electric Toothbrush with Pressure Sensor and Intensity Settings, Pastel Pink","Philips Sonicare ProtectiveClean 6100 HX6871/49 Whitening Rechargeable Electric Toothbrush with Pressure Sensor and Intensity Settings, Pastel Pink",https://i5.walmartimages.com/asr/249fa42d-dcf8-4c81-979f-1c9d3e02ccf3.c668627a671d19f1df2804fe2f0fd5a7.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,115.12,,USD,4.6,288,Whiter teeth in just 1 weekCustom brush settingsBrushSync technology,Whiter teeth in just 1 weekCustom brush settingsBrushSync technology,https://www.walmart.com/ip/Philips-Sonicare-ProtectiveClean-6100-HX6871-49-Whitening-Rechargeable-Electric-Toothbrush-with-Pressure-Sensor-and-Intensity-Settings-Pastel-Pink/302759797
Electric toothbrush,Electric toothbrush,apple,walmart,1INO1IWZQ4YU,"Philips Sonicare DiamondClean Rechargeable Electric Toothbrush, Pink, HX9361/69","Philips Sonicare DiamondClean Rechargeable Electric Toothbrush, Pink, HX9361/69",https://i5.walmartimages.com/asr/9f72152c-f855-4571-a4d7-e2c2cf7402e3_1.33782af0851ece6bf2455bb2832dbdea.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0,,USD,4.5,407,Merchandise,Merchandise,https://www.walmart.com/ip/Philips-Sonicare-DiamondClean-Rechargeable-Electric-Toothbrush-Pink-HX9361-69/293601646
Electric toothbrush,Electric toothbrush,apple,walmart,1533XSLLYAKI,"Philips Sonicare HealthyWhite Sonic Electric Rechargeable Toothbrush, Lavender","Philips Sonicare HealthyWhite Sonic Electric Rechargeable Toothbrush, Lavender",https://i5.walmartimages.com/asr/2023180d-2678-43c8-ba98-e130da4482c0.6ee7e93e5e57be27a1dd80b93dce02b9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,69.99,129.99,USD,4,6,Color:Lavender Everybody loves a bright white smile. Let the natural whiteness of your teeth shine through. Philips Sonicare Healthy White rechargeable electric toothbrush whitens teeth 2 shades in,Color:Lavender Everybody loves a bright white smile. Let the natural whiteness of your teeth shine through. Philips Sonicare Healthy White rechargeable electric toothbrush whitens teeth 2 shades in,https://www.walmart.com/ip/Philips-Sonicare-HealthyWhite-Sonic-Electric-Rechargeable-Toothbrush-Lavender/410599181?athbdg=L1700
Electric toothbrush,Electric toothbrush,apple,walmart,5AZ9EGD8SBR5,"Philips Sonicare Expertclean 7300 HX9610/17 Rechargeable Electric Toothbrush, Black","Philips Sonicare Expertclean 7300 HX9610/17 Rechargeable Electric Toothbrush, Black",https://i5.walmartimages.com/asr/8f38e879-e63c-4adb-a2f0-a1115f7379c9.1b2d388d50290e9a12951e973635e289.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,149.95,,USD,4.7,103,Up to 7x healthier gums in just 2 weeks and reduces gum bleeding up to 5x better than a manual toothbrushPressure sensor lets you know when you're brushing too hardProgress,Up to 7x healthier gums in just 2 weeks and reduces gum bleeding up to 5x better than a manual toothbrushPressure sensor lets you know when you're brushing too hardProgress,https://www.walmart.com/ip/Philips-Sonicare-Expertclean-7300-HX9610-17-Rechargeable-Electric-Toothbrush-Black/934140949
Electric toothbrush,Electric toothbrush,apple,walmart,1J1U74W17PVC,Philips Sonicare HX5611/01 Electric Toothbrush Replaces Essence 5600 / HX5612,Philips Sonicare HX5611/01 Electric Toothbrush Replaces Essence 5600 / HX5612,https://i5.walmartimages.com/asr/10bb123e-bb13-402f-ab83-fba902724a95_1.65810d7b2914806bc7c400852c7c6179.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,74.9,,USD,4.5,3421,"Technical Features for Sonicare Essence (HX5611/01)The Sonicare Essence Electric Toothbrush takes care of your oral health and features an angled neck, soft contoured bristles, and patented sonic","Technical Features for Sonicare Essence (HX5611/01)The Sonicare Essence Electric Toothbrush takes care of your oral health and features an angled neck, soft contoured bristles, and patented sonic",https://www.walmart.com/ip/Philips-Sonicare-HX5611-01-Electric-Toothbrush-Replaces-Essence-5600-HX5612/741622295
Electric toothbrush,Electric toothbrush,apple,walmart,25757EFLVG7S,Philips Sonicare for Kids Rechargeable Electric Toothbrush with Bluetooth Connectivity,Philips Sonicare for Kids Rechargeable Electric Toothbrush with Bluetooth Connectivity,https://i5.walmartimages.com/asr/e05682ee-c46f-473d-a7aa-3ae197e66f7a.4bcc176b74bc01b937611d716f98f89d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,39.95,49.95,USD,4.6,564,Sonicare Kids Toothbrush Handle (Pink) - HX6351/41Brand NewThe Sonicare HX6351/41 sonic toothbrush for kids comes with coaching app which synchs with the toothbrush viaBluetooth to show proper,Sonicare Kids Toothbrush Handle (Pink) - HX6351/41Brand NewThe Sonicare HX6351/41 sonic toothbrush for kids comes with coaching app which synchs with the toothbrush viaBluetooth to show proper,https://www.walmart.com/ip/Philips-Sonicare-for-Kids-Rechargeable-Electric-Toothbrush-with-Bluetooth-Connectivity-Pink/712408180?athbdg=L1700
Electric toothbrush,Electric toothbrush,apple,walmart,6LU4EVHGE95S,"Philips sonicare diamondclean classic rechargeable electric toothbrush, white edition, hx9331/43","Philips sonicare diamondclean classic rechargeable electric toothbrush, white edition, hx9331/43",https://i5.walmartimages.com/asr/394a87e7-ddf7-4fb2-8648-c62fa240d6a8_1.980c327a02208fcda6e256fa43c868b2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,199.99,,USD,4.5,407,The Colgate 360? Optic White Advanced medium manual toothbrush features an advanced multi-action bristle design (vs. an ordinary flat trim toothbrush) and polishing bristles to remove teeth stains.,The Colgate 360? Optic White Advanced medium manual toothbrush features an advanced multi-action bristle design (vs. an ordinary flat trim toothbrush) and polishing bristles to remove teeth stains.,https://www.walmart.com/ip/Philips-sonicare-diamondclean-classic-rechargeable-electric-toothbrush-white-edition-hx9331-43/867989515
Electric toothbrush,Electric toothbrush,apple,walmart,79VYKJRC42DC,"Philips Sonicare Flexcare Whitening Edition Electric Toothbrush with Charging Travel Case, Black","Philips Sonicare Flexcare Whitening Edition Electric Toothbrush with Charging Travel Case, Black",https://i5.walmartimages.com/asr/80dd4457-ffcd-4617-bb6f-d43a033754c7.8dce37b9b1b3c9e007b1c21e563a9694.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,169.99,,USD,0,0,Philips Sonicare Flexcare Whitening Edition Toothbrush with Charging Travel Case - BlackIncludes: 2 Black Sonicare Flexcare handles2 DiamondClean brush heads2 Premium Plaque Control brush heads2,Philips Sonicare Flexcare Whitening Edition Toothbrush with Charging Travel Case - BlackIncludes: 2 Black Sonicare Flexcare handles2 DiamondClean brush heads2 Premium Plaque Control brush heads2,https://www.walmart.com/ip/Philips-Sonicare-Flexcare-Whitening-Edition-Electric-Toothbrush-with-Charging-Travel-Case-Black/564550185
Electric toothbrush,Electric toothbrush,apple,walmart,41BRCCQUW1O3,"Philips Sonicare ExpertClean 7500 Rechargeable Electric Toothbrush, Black HX9690/05","Philips Sonicare ExpertClean 7500 Rechargeable Electric Toothbrush, Black HX9690/05",https://i5.walmartimages.com/asr/1bf8a224-adea-4d2f-8f3d-e8b093fbceba_1.a81950ffde87bdc0dc77dd1a36983d7d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,141.49,,USD,4,11,"Philips Sonicare ExpertClean 7500 Rechargeable Electric Toothbrush, Black HX9690/05 Product Details Color: Black Brand: Philips Sonicare MPN: HX9690/05 UPC: 075020085054 EAN: 0075020085054Product","Philips Sonicare ExpertClean 7500 Rechargeable Electric Toothbrush, Black HX9690/05 Product Details Color: Black Brand: Philips Sonicare MPN: HX9690/05 UPC: 075020085054 EAN: 0075020085054Product",https://www.walmart.com/ip/Philips-Sonicare-ExpertClean-7500-Rechargeable-Electric-Toothbrush-Black-HX9690-05/900438411
Electric toothbrush,Electric toothbrush,apple,walmart,4GZHWJHMYYWB,"Philips Sonicare HX9690/05 ExpertClean 7500 Bluetooth Rechargeable Electric Toothbrush, Black","Philips Sonicare HX9690/05 ExpertClean 7500 Bluetooth Rechargeable Electric Toothbrush, Black",https://i5.walmartimages.com/asr/a554a8e6-8b92-49d3-bea2-b70ce4539421.23e080a8d5d994359eb21c83f8f1a24a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,141.49,212.24,USD,0,0,Provides expert level clean by removing up to 10 times more plaque vs a manual toothbrushProtect your teeth with a pressure sensor that alerts you when you're brushing too hardImprove and maintain,Provides expert level clean by removing up to 10 times more plaque vs a manual toothbrushProtect your teeth with a pressure sensor that alerts you when you're brushing too hardImprove and maintain,https://www.walmart.com/ip/Philips-Sonicare-HX9690-05-ExpertClean-7500-Bluetooth-Rechargeable-Electric-Toothbrush-Black/170377805?athbdg=L1700
Electric toothbrush,Electric toothbrush,apple,walmart,7K8RK40PN742,"Philips Sonicare 3100 Power Toothbrush, Rechargeable Electric Toothbrush with Pressure Sensor, White HX3681/03","Philips Sonicare 3100 Power Toothbrush, Rechargeable Electric Toothbrush with Pressure Sensor, White HX3681/03",https://i5.walmartimages.com/asr/73dcb77f-755d-44c6-ada1-9d12fae0b82e.55fe4a1f0373c93b30bab32e3e16d0c2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,44.97,,USD,4.8,110,Removes up to 3x more plaque vs. manual toothbrush 2 minute SmarTimer with QuadPacer One charge last for 2 weeks,Removes up to 3x more plaque vs. manual toothbrush 2 minute SmarTimer with QuadPacer One charge last for 2 weeks,https://www.walmart.com/ip/Philips-Sonicare-3100-Power-Toothbrush-Rechargeable-Electric-Toothbrush-with-Pressure-Sensor-Black-HX3681-04/302141440
Electric toothbrush,Electric toothbrush,apple,walmart,64ZYL9109UBK,Philips Sonicare Essence Electric Battery Powered Toothbrush HX5611/01,Philips Sonicare Essence Electric Battery Powered Toothbrush HX5611/01,https://i5.walmartimages.com/asr/10bb123e-bb13-402f-ab83-fba902724a95_1.65810d7b2914806bc7c400852c7c6179.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,79.99,,USD,4.5,3424,"Charge Indicator LightSmartimerBattery Powered, RechargeableToothbrush","Charge Indicator LightSmartimerBattery Powered, RechargeableToothbrush",https://www.walmart.com/ip/Philips-Sonicare-Essence-Electric-Battery-Powered-Toothbrush-HX5611-01/50957857
Electric toothbrush,Electric toothbrush,apple,walmart,649DQXLO4U8X,"Philips Sonicare 3 Series gum health Electric rechargeable toothbrush, HX6631/30","Philips Sonicare 3 Series gum health Electric rechargeable toothbrush, HX6631/30",https://i5.walmartimages.com/asr/fe6135cb-bf1d-4f1f-96e5-4d54aa37ddd6.33394a74f41b564ce8a5bc8c90f464f9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,109.99,,USD,4.4,268,Buy with confidence. Excellent Customer Service & Return policy.,Buy with confidence. Excellent Customer Service & Return policy.,https://www.walmart.com/ip/Philips-Sonicare-3-Series-gum-health-Electric-rechargeable-toothbrush-HX6631-30/675081569
Electric toothbrush,Electric toothbrush,apple,walmart,7LEM7USJEVGL,"Philips Sonicare ExpertClean 7500 Bluetooth Rechargeable Electric Toothbrush, White HX9690/06","Philips Sonicare ExpertClean 7500 Bluetooth Rechargeable Electric Toothbrush, White HX9690/06",https://i5.walmartimages.com/asr/4aa5dbd9-2c21-47d8-a1a2-227b3f96cede.35e45b38f69c7fc90b42716d3d59a4e7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,141.49,212.24,USD,4.1,12,Color:White Everything you need for great oral health. Philips SonicareExpertClean 7500 will guide you between dentist checkups and you willexperience improved oral health with up to 10x more plaque,Color:White Everything you need for great oral health. Philips SonicareExpertClean 7500 will guide you between dentist checkups and you willexperience improved oral health with up to 10x more plaque,https://www.walmart.com/ip/Philips-Sonicare-ExpertClean-7500-Bluetooth-Rechargeable-Electric-Toothbrush-White-HX9690-06/677548642?athbdg=L1700
Electric toothbrush,Electric toothbrush,apple,walmart,56UQIZX6X0PS,"Philips Sonicare DiamondClean Smart Electric, Rechargeable toothbrush for Complete Oral Care, with Charging Travel Case, 5 modes, and 8 Brush Heads  9700 Series, Lunar Blue, HX9957/51","Philips Sonicare DiamondClean Smart Electric, Rechargeable toothbrush for Complete Oral Care, with Charging Travel Case, 5 modes, and 8 Brush Heads  9700 Series, Lunar Blue, HX9957/51",https://i5.walmartimages.com/asr/2af66481-e222-46e2-a2b9-06727c16fc80_1.f43b9cb43a3a31ad19510f03c567bbca.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,299.69,,USD,4.6,174,4 different smart brush head typesRemoves up to 10x more plaque5 different brushing modes,4 different smart brush head typesRemoves up to 10x more plaque5 different brushing modes,https://www.walmart.com/ip/Philips-Sonicare-DiamondClean-Smart-Electric-Rechargeable-toothbrush-Complete-Oral-Care-Charging-Travel-Case-5-modes-8-Brush-Heads-9700-Series-Lunar-/871718465
Electric toothbrush,Electric toothbrush,apple,walmart,64NQDPY91YHW,"Philips Sonicare DiamondClean Smart Electric, Rechargeable toothbrush for Complete Oral Care, with Charging Travel Case, 5 modes  9500 Series1","Philips Sonicare DiamondClean Smart Electric, Rechargeable toothbrush for Complete Oral Care, with Charging Travel Case, 5 modes  9500 Series1",https://i5.walmartimages.com/asr/0a37b06b-e47b-4b90-8e9d-3e9a7517f5f9.07496932e27ac05e3b7c86b96fe44e8b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0,,USD,4.6,203,"Sonic Technology31,000 brush strokes per minutePremium Travel Case","Sonic Technology31,000 brush strokes per minutePremium Travel Case",https://www.walmart.com/ip/Philips-Sonicare-DiamondClean-Smart-Electric-HX9924-11-Rechargeable-toothbrush-Complete-Oral-Care-Charging-Travel-Case-5-modes-9500-Series-Black/460484353
