Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Rating,Number of reviews,Features,Features (english),Product link,Created at
Odkurzacz,Vacuum Cleaner,PARKSIDE,lidlpl,100317740,PARKSIDE® Odkurzacz do pracy na mokro i sucho 1300 W,PARKSIDE® Wet and dry vacuum cleaner 1300 W,https://www.lidl.pl/media/bbc02dea4123bb1cd3772619e2313e72.jpeg,179.00,179.00,PLN,4.5,112,"   Opis produktu     wielofunkcyjne urządzenie sprzątające - usuwa zabrudzenia na mokro i na sucho możliwe zastosowanie również jako odkurzacz oraz do odsysania wody pojemnik ze stali szlachetnej łatwy w mocowaniu na zaczepy składana rączka do przenoszenia zintegrowane zaczepy na rurę, kabel i dysze podstawa na 5-ciu kółkach zapewniająca stabilność w zestawie z filtrami do wszystkich zastosowań akcesoria zawarte w zestawie:  1 x rura (2 m) 1 x dysza do szczelin 1 x przystawka do czyszczenia podłóg 3-częściowa rura 1 x filtr z papieru 1 x filtr tekstylny (możliwe czyszczenie) 1 x filtr z gąbki (do czyszczenia na mokro)        Parametry techniczne     moc: 1300 W moc ssania: 200 Air Watt - wartość ta pokazuje moc wyjściową, czyli skuteczność ssania pojemność: 19,8 l      Wymiary     całość: ok. 453 x 470 x 431 mm (szer. x wys. x dł.) długość przewodu: ok. 4 m      Waga     ok. 4680 g (wraz z akcesoriami)      Gwarancja     3 lata     ","Product description multifunctional cleaning device - removes wet and dry dirt, also possible to use as a vacuum cleaner and for water suction. stability included with filters for all applications accessories included: 1 x pipe (2 m) 1 x crevice nozzle 1 x floor cleaning attachment 3-piece pipe 1 x paper filter 1 x textile filter (can be cleaned) 1 x sponge filter (for wet cleaning) Technical parameters power: 1300 W suction power: 200 Air Watt - this value shows the output power, i.e. the suction efficiency capacity: 19.8 l Dimensions total: approx. 453 x 470 x 431 mm (width x H x L) cable length: approx. 4 m Weight approx. 4680 g (including accessories) Warranty 3 years",https://www.lidl.pl/p/parkside-odkurzacz-do-pracy-na-mokro-i-sucho-1300-w/p100317740,2021-12-16 10:37:31.985096+00:00
Osuszacz powietrza,Dehumidifier,SILVERCREST,lidlpl,100334567,"SILVERCREST® Osuszacz powietrza 10L SLE 200 A1, 200 W","SILVERCREST® Dehumidifier 10L SLE 200 A1, 200 W",https://www.lidl.pl/media/7dfd64276742e4aeb5dda1e0850efdbc.jpeg,399.00,399.00,PLN,4.8,49,"   Opis produktu     osuszacz powietrza o wydajności pochłaniania wilgoci: do 10 l w 24 godziny 2 programy: funkcja wentylacji (brak pochłaniania wilgoci), docelowa wilgotność powietrza (możliwość ustawienia od 30% do 80%) panel obsługi z ekranem LED: timer, docelowa wilgotność powietrza, wskazanie trybu pracy z wymiennym i nadającym się do prania filtrem z ochroną przed przelaniem sygnał ostrzegawczy w przypadku pełnego zbiornika na wodę złącze dla węża do pracy ciągłej za pomocą dołączonego węża (ok. 30 cm) lub węża ogrodowego automatyczna funkcja odmrażania z praktycznym uchwytem do przenoszenia (składanym)      Parametry techniczne     pobór mocy: 200 W napięcie: 220 - 240 V~ pojemność zbiornika na wodę: ok. 2,2 l      Wymiary     ok. 28 x 46 x 24 cm (szer. x wys. x gł.) długość kabla: 180 cm      Zawartość zestawu     osuszacz powietrza wąż (ok. 30 cm) wymienny i nadający się do prania filtr adapter do węża ogrodowego     ","Product description dehumidifier with a moisture absorption capacity: up to 10 l in 24 hours 2 programs: ventilation function (no moisture absorption), target air humidity (adjustable from 30% to 80%) control panel with LED screen: timer, target air humidity, Display of operating mode with removable and washable filter with overflow protection warning signal in case of full water tank connection for continuous operation hose with attached hose (approx. 30 cm) or garden hose automatic defrosting function with practical carrying handle (folded) Technical parameters power consumption: 200 W voltage: 220 - 240 V ~ water tank capacity: approx. 2.2 l Dimensions approx. 28 x 46 x 24 cm (width x height x depth) cable length: 180 cm Set contents Air dryer hose (approx. 30 cm) Removable and washable filter adapter for garden hose",https://www.lidl.pl/p/silvercrest-osuszacz-powietrza-10l-sle-200-a1-200-w/p100334567,2021-12-16 10:37:38.100969+00:00
Suszarka do włosów,Hair dryer  ,PHILIPS,lidlpl,100336794,"PHILIPS Suszarka do włosów Dry Care Advances BHD340/10, 2100 W","PHILIPS Hair Dryer Dry Care Advances BHD340 / 10, 2100 W",https://www.lidl.pl/media/461f92b00cd211b493fd389b77aeb72f.jpeg,90.00,90.00,PLN,5,7,"   Opis produktu     suszarka do włosów o potężnej mocy wyjściowej 2100 W technologia ThermoProtect: ochrona przed przegrzaniem unikalna przystawka ThermoProtect miesza ciepłe i zimne powietrze 6 płynnie regulowanych poziomów grzania i prędkości ustawienie chłodnego nawiewu lekka, przyjazna dla użytkownika konstrukcja akcesoria: 14 mm dysza do stylizacji      Parametry techniczne     moc: 2100 W dł. przewodu: 1,8 m      Wymiary     ok. 9 x 29,5 x 21,5 cm (dł. x szer. x wys.)      Waga     ok. 617 g     ","Product description Hair dryer with a powerful 2100 W output power ThermoProtect technology: overheating protection unique ThermoProtect attachment mixes hot and cold air 6 continuously adjustable heating levels and speed cool air setting light, user-friendly design accessories: 14 mm styling nozzle Technical parameters power: 2100 W cable length: 1.8 m Dimensions approx. 9 x 29.5 x 21.5 cm (L x W x H) Weight approx. 617 g",https://www.lidl.pl/p/philips-suszarka-do-wlosow-dry-care-advances-bhd340-10-2100-w/p100336794,2021-12-16 10:37:39.991251+00:00
Żelazko parowe,Steam Iron ,PHILIPS,lidlpl,100339849,PHILIPS Żelazko parowe GC1744/20 z 4 ustawieniami pary,PHILIPS Steam iron GC1744 / 20 with 4 steam settings,https://www.lidl.pl/media/a8eb98ca148982cada973760d09ed225.jpeg,99.00,99.00,PLN,,,"   Opis produktu     uderzenie pary do 90 g ciągły strumień pary do 25 g/min nieprzywierająca stopa umożliwiająca gładsze prowadzenie żelazka po różnych tkaninach i większą odporność na zarysowania duży wlew wody końcówka o potrójnej precyzji 4 ustawienia pary wbudowany spryskiwacz do równomiernego zwilżania prasowanych tkanin funkcja odkamieniania CalcClean      Parametry techniczne     moc: 2000 W pojemność zbiornika na wodę: 220 ml      Wymiary     ok. 12,9 x 29 x 15,6 cm (dł. x szer. x wys.)      Materiał wykonania     tworzywo sztuczne (obudowa), stopa z nieprzywierającą powłoką      Waga     ok. 0,915 kg      Gwarancja     2 lata     ","Product description steam boost up to 90 g continuous steam up to 25 g / min non-stick soleplate for smoother guidance on various fabrics and greater scratch resistance large water infusion triple precision tip 4 steam settings built-in sprayer for even wetting of ironed fabrics CalcClean descaling function Parameters technical power: 2000 W water tank capacity: 220 ml Dimensions approx. 12.9 x 29 x 15.6 cm (L x W x H) Material plastic (housing), foot with non-stick coating Weight approx. 0.915 kg Warranty 2 years",https://www.lidl.pl/p/philips-zelazko-parowe-gc1744-20-z-4-ustawieniami-pary/p100339849,2021-12-16 10:37:48.798170+00:00
termowentylator,Fan heater,SILVERCREST,lidlpl,100335576,"SILVERCREST® Termowentylator kolumnowy STHL 2000 A1, 1200/2000 W","SILVERCREST® Tower fan heater STHL 2000 A1, 1200/2000 W",https://www.lidl.pl/media/a1a4480b80b4818f65e40c14b695d553.jpeg,229.00,229.00,PLN,5,1,"   Opis produktu     SILVERCREST® termowentylator kolumnowy STHL 2000 A1 z elementem grzewczym PTC do szybkiego ogrzewania możliwość zastosowania również jako wentylator 2 poziomy grzania: 1200 W / 2000 W indywidualnie ustawiana temperatura (15-40°C) możliwość dodatkowego włączenia funkcji oscylacji zapewniającej przyjemnie równomierny przepływ powietrza wyświetlacz LED z cyfrowym termostatem i funkcją timera oraz obsługą na urządzeniu zabezpieczenie przed przewróceniem i przegrzaniem zapewnia większe bezpieczeństwo z pilotem do wygodnej obsługi powierzchnia grzania: ok. 12,57 m² długość kabla: ok. 1,8 m      Parametry techniczne     moc: maks. 2000 W napięcie znamionowe: 220-240 V ~ 50 Hz moc w trybie czuwania w W: < 0,5 W głośność na najniższym poziomie: maks. 55 dB(A)      Wymiary     ok. 21,0 x 21,0 x 63,5 cm      Materiał wykonania     tworzywo sztuczne      Waga     ok. 1900 g     ",Product description SILVERCREST® column fan heater STHL 2000 A1 with PTC heating element for rapid heating can also be used as a fan 2 heating levels: 1200 W / 2000 W individually adjustable temperature (15-40 ° C) possibility of additional activation of the oscillation function ensuring a pleasantly even air flow LED display with digital thermostat and timer function and operation on the device protection against overturning and overheating ensures greater safety with a remote control for convenient operation heating area: approx. 12.57 m² cable length: approx. 1.8 m Technical parameters power: max. 2000 W rated voltage: 220-240 V ~ 50 Hz standby power in W: <0.5 W volume on the lowest level: max. 55 dB (A) Dimensions approx. 21.0 x 21.0 x 63.5 cm Made of plastic.Weight approx. 1900 g,https://www.lidl.pl/p/silvercrest-termowentylator-kolumnowy-sthl-2000-a1-1200-2000-w/p100335576,2021-12-16 10:37:51.302373+00:00
Miniwentylator,Mini Fan,SILVERCREST,lidlpl,100325414,"SILVERCREST® Miniwentylator kolumnowy, 15 W","SILVERCREST® Mini Column Fan, 15 W",https://www.lidl.pl/media/eacce3b91b3d130a65891bb7593fa9c0.jpeg,69.90,69.90,PLN,4.5,77,"   Opis produktu     mały, poręczny wentylator kolumnowy z 2 poziomami nadmuchu i oscylacją możliwość włączenia ruchu obrotowego 70° przyjazna dla użytkownika obsługa - przejrzyste rozmieszczenie elementów sterowania stabilny dzięki szerokiej powierzchni podstawy łatwy i wygodny transport i przenoszenie  Szukasz ochłody przed męczącym upałem w domu lub w miejscu pracy? Zapewnij sobie orzeźwiający powiew chłodnego powietrza z pomocą wentylatorów dostępnych w przystępnych cenach w sklepie online Lidl!    Parametry techniczne     moc: 15 W      Wymiary     średnica wentylatora: Ø 9 cm średnica podstawy: Ø 13 cm wysokość (z pokrętłem): ok. 31,5 cm dł. kabla: ok. 180 cm      Waga     ok. 1050 g     ","Product description small, handy column fan with 2 levels of airflow and oscillation can be turned on 70 ° rotation user-friendly operation - clear arrangement of control elements stable thanks to the wide base area easy and convenient transport and transport Are you looking for a cool down from the exhausting heat at home or at work ? Give yourself a refreshing breeze of cool air with the help of fans available at affordable prices in the Lidl online store! Technical parameters power: 15 W Dimensions fan diameter: Ø 9 cm base diameter: Ø 13 cm height (with a knob): approx. 31.5 cm cable length: approx. 180 cm Weight approx. 1050 g",https://www.lidl.pl/p/silvercrest-miniwentylator-kolumnowy-15-w/p100325414,2021-12-16 10:37:57.338233+00:00
termowentylator,Fan heater,SILVERCREST,lidlpl,100335619,SILVERCREST® Termowentylator ceramiczny SKHL 1200 A1,SILVERCREST® SKHL 1200 A1 ceramic fan heater,https://www.lidl.pl/media/5f6d25c92cbb55eb69068d8b9db6dd6c.jpeg,79.90,79.90,PLN,,,"   Opis produktu     możliwość zastosowania również jako wentylator płynna regulacja temperatury ochrona przed przewróceniem i przegrzaniem zapewniająca większe bezpieczeństwo 2 poziomy grzania: 600 W / 1200 W praktyczny uchwyt do przenoszenia u góry z lampką kontrolną obszar roboczy: 15 m² czas rozgrzewania: 3 s długośc kabla. 180 cm      Parametry techniczne     poziomy grzania: 600 W / 1200 W napięcie znamionowe: 220 - 240V~      Wymiary     ok. 17 x 11,5 x 17 cm      Materiał wykonania     ceramika, tworzywo sztuczne      Waga     ok. 1,05 kg      Gwarancja     3 lata     ","Product description can also be used as a fan smooth temperature control protection against overturning and overheating for greater safety 2 heating levels: 600 W / 1200 W practical carrying handle at the top with an indicator light working area: 15 m² warm-up time: 3 s cable length. 180 cm Technical parameters heating levels: 600 W / 1200 W Nominal voltage: 220 - 240V ~ Dimensions approx. 17 x 11.5 x 17 cm Material: ceramics, plastic Weight approx. 1.05 kg Warranty 3 years",https://www.lidl.pl/p/silvercrest-termowentylator-ceramiczny-skhl-1200-a1/p100335619,2021-12-16 10:37:59.347427+00:00
termowentylator,Fan heater,SILVERCREST,lidlpl,100336352,SILVERCREST® Termowentylator z pilotem SHLF 2000 D3,SILVERCREST® Fan heater SHLF 2000 D3,https://www.lidl.pl/media/7353888f3adb44f38322167857b3cb7c.jpeg,99.00,99.00,PLN,4.4,100,"   Opis produktu     termowentylator z pilotem zapewnia szybkie i przyjemne ciepło indywidualna regulacja temperatury (ok. 6-38°C) i czasu nagrzewania (maks. 23 godz. 59 min.) włączana oscylacja 80° do optymalnego rozprowadzania ciepła niebieski wyświetlacz LCD ze wskaźnikiem temperatury otoczenia pilot z funkcją ustawiania czasu, temperatury i oscylacji praktyczny uchwyt z tyłu urządzenia oraz miejsce do przechowywania pilota ochrona przed przewróceniem i przegrzaniem z funkcją ochrony przed mrozem bateria w zestawie 2 poziomy mocy      Wymiary     ok. 21,9 x 32,8 x 14,9 cm      Parametry techniczne     moc: 2000-2200 W      Waga     ok. 1450 g     ","Product description A fan heater with a remote control for fast and pleasant warmth Individually adjustable temperature (approx. 6-38 ° C) and heating time (max. 23 h 59 min.) Switchable 80 ° oscillation for optimal heat distribution Blue LCD display with ambient temperature indicator remote control with time, temperature and oscillation function practical handle on the back of the device and a place for storing the remote control protection against overturning and overheating with frost protection function battery included 2 power levels dimensions approx. 21.9 x 32.8 x 14.9 cm Technical parameters power: 2000-2200 W Weight approx. 1450 g",https://www.lidl.pl/p/silvercrest-termowentylator-z-pilotem-shlf-2000-d3/p100336352,2021-12-16 10:38:02.410153+00:00
Wentylator biurkowy,Desk Fan,SILVERCREST,lidlpl,100325408002,"SILVERCREST® Wentylator stołowy retro STVM 30 B1, Ø 30 cm, 45 W","SILVERCREST® Retro table fan STVM 30 B1, Ø 30 cm, 45 W",https://www.lidl.pl/media/cb7dc7414d4c6924b4adcfdcc5b82250.jpeg,139.00,139.00,PLN,4.7,25,"   Opis produktu     3 stopnie prędkości efektowny wygląd retro opcjonalny ruch obrotowy o 85° stopni ustawiany kąt nachylenia  Wielki upał, a Ty szukasz ochłodzenia? Przydałby Ci się lekki powiew wiatru? Odpowiedzią jest wentylator, który ochłodzi i jednocześnie wpasuje się w Twoją przestrzeń. Wiele wentylatorów w przystępnych cenach znajdziesz w naszym sklepie online Lidla tutaj!       Parametry techniczne     moc nominalna: 45 W napięcie robocze: 220-240 V~      Wymiary     33,5 x 25,2 x 43,3 cm (szer. x wys. x gł.) wirnik wentylatora: Ø ok. 30 cm      Waga     2,8 kg     ","Product description 3 speed settings eye-catching retro look optional 85 ° rotation angle adjustable tilt angle Great heat, and you're looking for coolness? Could you use a slight breeze? The answer is a fan that will cool down and fit into your space at the same time. You can find many fans at affordable prices in our Lidl online store here! Technical parameters nominal power: 45 W operating voltage: 220-240 V ~ Dimensions 33.5 x 25.2 x 43.3 cm (W x H x D) fan rotor: Ø approx. 30 cm Weight 2.8 kg",https://www.lidl.pl/p/silvercrest-wentylator-stolowy-retro-stvm-30-b1-o-30-cm-45-w/p100325408002,2021-12-16 10:38:15.003359+00:00
Robot Vacuum Cleaner,Robot Vacuum Cleaner,SILVERCREST,lidlpl,100331328,"SILVERCREST® Robot kuchenny czarny SKM 600 B2, 600 W",SILVERCREST® Black SKM 600 B2 Food Processor 600 W,https://www.lidl.pl/media/a5dc813963b98ba39792a6b680c66edf.jpeg,259.00,259.00,PLN,4.5,53,"   Opis produktu     do mieszania, ubijania i ugniatania bezstopniowe ustawienie prędkości z dodatkową funkcją turbo mocny silnik 600 W – ugniata również ciężkie masy duża, zdejmowana misa ze stali szlachetnej o pojemności 5 l ramie obrotowe z przyciskiem blokady dla łatwej wymiany części w zestawie z ochroną przed pryskaniem z otworem do napełniania, hakami do ugniatania, trzepaczkami i mieszadłem haki do ugniatania i mieszadło z powłoką zapobiegającą przywieraniu Teflon®      Parametry techniczne     moc: 600 W      Wymiary     ok. 35 x 21,6 x 32,9 cm      Materiał wykonania     tworzywo sztuczne, stal szlachetna      Waga     ok. 3,98 kg      Gwarancja     3 lata     ","Product description for mixing, whipping and kneading stepless speed setting with additional turbo function powerful 600 W motor - even kneading heavy masses large, removable 5 l stainless steel bowl swivel arm with lock button for easy part replacement incl. Splash protection with filling opening, kneading hooks, whisks and stirrer, kneading hooks and non-stick paddle Teflon® Technical parameters power: 600 W Dimensions approx. 35 x 21.6 x 32.9 cm Material of plastic, stainless steel Weight approx. 3.98 kg Warranty 3 years",https://www.lidl.pl/p/silvercrest-robot-kuchenny-czarny-skm-600-b2-600-w/p100331328,2021-12-16 10:38:33.641461+00:00
Robot Vacuum Cleaner,Robot Vacuum Cleaner,SILVERCREST,lidlpl,100307518,SILVERCREST® Profesjonalny robot planetarny 1300 W z blenderem,SILVERCREST® Professional 1300 W planetary robot with blender,https://www.lidl.pl/media/7b9308d7c4d061880a09f95f28c22445.jpeg,499.00,499.00,PLN,4.8,122,"   Opis produktu     do ugniatania, mieszania i miksowania 10-stopniowa regulacja prędkości z dodatkową funkcją turbo wydajny silnik 1300 W ‒ przetwarza również twarde ciasta duża miska do mieszania ze stali szlachetnej o pojemności 6,3 l - zdejmowana do łatwego czyszczenia wychylne ramię z przyciskiem odblokowującym do łatwej wymiany akcesoriów z osłoną przed zachlapaniem z otworem do napełniania, szklanym pojemnikiem do mieszania, hakami do ugniatania, trzepaczką do ubijania i mieszadłem hak do ugniatania i mieszadło z powłoką Teflon® zapobiegającą przywieraniu nasadka miksera z nożami ze stali szlachetnej* i pokrywką z otworem do napełniania ochrona przed przegrzaniem instrukcja obsługi z 5 przepisami miska do mieszania: ok. 6,3 l mikser: ok. 1,5 l akcesoria można myć w zmywarce      Parametry techniczne     moc: 1300 W      Wymiary     urządzenie bez akcesoriów: ok. 385 x 197 x 380 mm nasadka miksera: ok. 212 x 155 x 308 mm  osłona zapobiegająca chlapaniu: ok.  280 x 235 x 45 mm haki do ugniatania: ok. Ø 85 x 190mm  mieszadło: ok.  85 x 149 x 188 m  trzepaczka do piany: ok. Ø 140 x 188 mm  miska do mieszania: ok. 280 x 230 x 220 mm      Waga     urządzenie bez akcesoriów: ok. 5350 g nasadka miksera: ok. 1840 g osłona zapobiegająca chlapaniu: ok. 185 g haki do ugniatania: ok. 130 g mieszadło: ok. 140 g trzepaczka do piany: ok. 119 g miska do mieszania: ok. 640 g      Zawartość zestawu     1x robot kuchenny 1x osłona zapobiegająca chlapaniu z otworem do napełniania 1x pojemnik miksera ze szkła 1x haki do ugniatania 1x trzepaczka do piany 1x mieszadło      Gwarancja     3 lata      ","Product description for kneading, mixing and blending 10-speed speed control with additional turbo function Powerful 1300 W motor - also processes hard doughs Large 6.3 l stainless steel mixing bowl - Removable for easy cleaning Swivel arm with unlocking button for easy-to-change accessories with splash guard with filling opening, glass mixing bowl, kneading hooks, whisk and paddle kneading hook and non-stick Teflon® coated paddle mixer attachment with stainless steel knives * and lid with opening for filling protection against overheating operating instructions with 5 recipes mixing bowl: approx. 6.3 l blender: approx. 1.5 l accessories dishwasher safe Technical parameters power: 1300 W Dimensions device without accessories: approx. 385 x 197 x 380 mm mixer attachment: approx. 212 x 155 x 308 mm splash guard: approx. 280 x 235 x 45 mm hooks for kneading: approx. Ø 85 x 190 mm Stirrer: approx. 85 x 149 x 188 m Foam whisk: approx. Ø 140 x 188 mm mixing bowl: approx. 280 x 230 x 220 mm Weight of the device without accessories: approx. 5350 g mixer attachment: approx. 1840 g splash guard: approx. 185 g kneading hooks: approx. 130 g stirrer: approx. 140 g foam whisk: approx. 119 g mixing bowl: approx. 640 g Kit contents 1x robot kitchen 1x anti-splash cover with filling opening 1x mixing container made of glass 1x kneading hooks 1x foam whisk 1x stirrer Warranty 3 years",https://www.lidl.pl/p/silvercrest-profesjonalny-robot-planetarny-1300-w-z-blenderem/p100307518,2021-12-16 10:38:37.139336+00:00
Wachlarz na szyję,Neck Fan,SILVERCREST,lidlpl,100338069,SILVERCREST® Szczotka do czyszczenia XXL akumulatorowa SRBX 2200 B2 z 3 nasadkami,SILVERCREST® XXL rechargeable cleaning brush SRBX 2200 B2 with 3 attachments,https://www.lidl.pl/media/4a3e99821a10241e676250a5e99f6625.jpeg,99.00,99.00,PLN,4.5,46,"   Opis produktu     do dokładnego czyszczenia powierzchni i kątów wydajny akumulator litowo-jonowy do aż 90 min. pracy bezprzewodowej do zastosowania wewnątrz i na zewnątrz niskie samowyładowanie stała, wysoka wydajność wydajna i przyjazna dla środowiska teleskopowy drążek regulowany w zakresie 42-75 cm – do łatwego czyszczenia trudno dostępnych miejsc dzięki 3 nasadkom 3 iwielofunkcyjne nasadki:  płaska końcówka – do podłóg i ścian końcówka w kształcie kopuły – do umywalki, prysznica i wanny stożkowa końcówka – do narożników i fug   jednostka główna regulowana pod kątem 45° wyłączenie bezpieczeństwa przy zablokowaniu szczotki urządzenie zabezpieczone przed zachlapaniem (IPX4) zasilacz z dopasowaniem napięcia na całym świecie (100-240 V~) 6 elementów      Parametry techniczne     czas pracy: ok. 90 min. (przy pełnym naładowaniu) czas ładowania: ok. 4-5 Std. zasilacz: 5 V / 0,5 A długość kabla: 1,5 m akumulator litowo-jonowy: 3,7 V, 2.200 mAh      Wymiary     urządzenie (z akumulatorem) bez nasadki i uchwytu: ok. 80-112 cm (dł.) końcówka w kształcie kopuły: ok. Ø 11 cm końcówka stożkowa: ok. Ø 7 cm końcówka płaska: ok. Ø 7,5 cm      Materiał wykonania     tworzywo sztuczne      Waga     urządzenie (z akumulatorem) bez nasadki i uchwytu: ok. 450 g uchwyt: ok. 170 g końcówka w kształcie kopuły: ok. 80 g końcówka stożkowa: ok. 65 g końcówka płaska: ok. 60 g      Gwarancja     3 lata     ","Product description for thorough cleaning of surfaces and angles. Powerful lithium-ion battery for up to 90 minutes. cordless operation for indoor and outdoor use low self-discharge constant, high efficiency efficient and environmentally friendly telescopic rod adjustable in the range of 42-75 cm - for easy cleaning of hard-to-reach places thanks to 3 attachments 3 and multi-functional attachments: flat tip - for floors and walls tip dome-shaped - for wash basins, showers and bathtubs conical tip - for corners and joints main unit 45 ° adjustable safety shutdown when brush is blocked splash-proof device (IPX4) power supply with voltage adjustment worldwide (100-240 V ~) 6 elements Technical parameters working time: approx. 90 min. (when fully charged) charging time: approx. 4-5 Std. power supply: 5 V / 0.5 A cable length: 1.5 m lithium-ion battery: 3.7 V, 2.200 mAh Dimensions device (with battery) without the cap and handle: approx. 80-112 cm (length) tip dome-shaped: approx. Ø 11 cm conical tip: approx. Ø 7 cm flat tip: approx. Ø 7.5 cm Material plastic Weight device (with battery) without cap and handle: approx. 450 g handle: approx. 170 g dome tip: approx. 80 g conical tip: approx. 65 g flat tip: approx. 60 g Warranty 3 years",https://www.lidl.pl/p/silvercrest-szczotka-do-czyszczenia-xxl-akumulatorowa-srbx-2200-b2-z-3-nasadkami/p100338069,2021-12-16 10:38:42.607764+00:00
Wachlarz na szyję,Neck Fan,PARKSIDE,lidlpl,100331333,PARKSIDE® Szlifierka podwójna 120 W Ø75 x 20 mm,PARKSIDE® Double Grinder 120 W Ø75 x 20 mm,https://www.lidl.pl/media/6c7f5c5f52aeb28135f64ba5a2022aac.jpeg,139.00,139.00,PLN,4.3,170,"   Opis produktu     do szlifowania, cięcia, polerowania i czyszczenia dostosowana do stali, metali nieżelaznych, drewna, tworzywa sztucznego i lakieru 2 wstępnie zmontowane tarcze o średnicy 75 mm i szerokości 20 mm (1 tarcza szlifierska, 1 tarcza do polerowania) giętki wał do precyzyjnych prac płynna regulacja obrotów regulowana osłona przed iskrami zamknięte osłony ochronne tarczy antypoślizgowe nóżki gumowe płyta dolna z otworami do montażu w stole (materiał montażowy nie jest zawarty w zestawie) 103-częściowy zestaw akcesoriów w drewnianej walizce  W zestawie (w drewnianej walizce): 12 tarcz do oddzielania (32 x 1 mm), 5 taśm szlifierskich (13 mm, Ø 15 mm), 5 taśm szlifierskich (13 mm, Ø 9 mm), 5 filców do polerowania (7 mm, Ø 25 mm), 5 filców do polerowania (7 mm, Ø 13 mm), 40 tarcz do oddzielania (Ø 24 mm), 10 trzpieni do szlifowania, 3 HSS trzpienie do frezowania, 2 frezy, 4 szczotki do czyszczenia, 3 szczotki mosiężne, 2 trzpienie do tarcz szlifierskich, 1 trzpień do mocowania filców do polerowania, 1 trzpień do tarcz do oddzielania, 1 kamień do ustawiania (20 x 10 x 10 mm), 1x pasta do polerowania, 3 cęgi do mocowania giętkiego wału (2,0 / 2,4 / 3,2 mm), 1 klucz płaski     Parametry techniczne     znamionowa moc: 120W obroty biegu jałowego: n₀ 0-11500 min⁻¹ prędkość robocza: do 45 m/s długość giętkiego wału: 1m      Wymiary     ok. 251 x 150 x 121 mm      Waga     ok. 1600 g      Gwarancja     3 lata     ","Product description for grinding, cutting, polishing and cleaning suitable for steel, non-ferrous metals, wood, plastic and varnish 2 pre-assembled discs with a diameter of 75 mm and a width of 20 mm (1 grinding wheel, 1 polishing disc) Flexible shaft for precision work smooth speed control adjustable spark guard closed protective shields of the disc non-slip rubber feet bottom plate with holes for mounting in the table (mounting material not included) 103-piece accessories set in a wooden case Included (in a wooden case): 12 discs for separation (32 x 1 mm), 5 sanding belts (13 mm, Ø 15 mm), 5 sanding belts (13 mm, Ø 9 mm), 5 polishing felts (7 mm, Ø 25 mm), 5 polishing felts ( 7 mm, Ø 13 mm), 40 separating discs (Ø 24 mm), 10 grinding mandrels, 3 HSS routing mandrels, 2 milling cutters, 4 cleaning brushes, 3 brass brushes, 2 grinding wheel mandrels, 1 mandrel for mounting fi polishing pads, 1 pin for separating discs, 1 setting stone (20 x 10 x 10 mm), 1x polishing paste, 3 pliers for attaching a flexible shaft (2.0 / 2.4 / 3.2 mm), 1 flat wrench Technical parameters rated power: 120W idle speed: n₀ 0-11500 min⁻¹ working speed: up to 45 m / s length of flexible shaft: 1m Dimensions approx. 251 x 150 x 121 mm Weight approx. 1600 g Warranty 3 years",https://www.lidl.pl/p/parkside-szlifierka-podwojna-120-w-o75-x-20-mm/p100331333,2021-12-16 10:38:51.161034+00:00
