Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Rating,Number of reviews,Features,Features (english),Product link
Standventilator,Pedestal Fan,Beper,otto,8056420221220,Beper Standventilator,Limit Stand Fan,https://i.otto.de/i/otto/8bb61d5e-9bce-5107-907a-c9e97b5f58d5?w=1790&h=2500,17.99,,EUR,,,"
Modernes Design aus schwarzem Kunststoff und transparenten Flügeln
55 Zentimeter langer Kreuzfuß
3 Geschwindigkeitsstufen
","Modern design made of black plastic and transparent wings
55 centimeter long cross base
3 speed levels",https://www.otto.de/p/beper-standventilator-S021U00B/
Luftreiniger,Air Purifier,Philips,otto,8710103780311,"Philips Luftreiniger AC2887#ft5_slash#10, für 79 m² Räume, besonders effizient","Philips air purifier AC2887 # ft5_slash # 10, for 79 m² rooms, particularly efficient",https://i.otto.de/i/otto/17663680?w=1790&h=2500,319.00,379.99,EUR,4.5,103,"
AeraSense-Technologie erkennt und regelt die Luftqualität
Anzeige der Luftqualität mit digitalem Display und Farbringen
Ideal für Allergiker mit der effektiven Entfernung luftübertragener Allergene.
Wie ein Flüstern, besonders leiser Schlafmodus (20,5dbA)
Reinigt effektiv Räume bis 79 m²
","AeraSense technology detects and regulates the air quality
Air quality display with digital display and colored rings
Ideal for allergy sufferers with the effective removal of airborne allergens.
Like a whisper, particularly quiet sleep mode (20.5dbA)
Effectively cleans rooms up to 79 m²",https://www.otto.de/p/philips-luftreiniger-ac2887-10-fuer-79-m2-raeume-besonders-effizient-C1222595356/
Luftreiniger,Air Purifier,AEG,otto,7332543636631,"AEG Luftreiniger AX91-404DG, für 92 m² Räume","AEG air purifier AX91-404DG, for 92 m² rooms",https://i.otto.de/i/otto/bebb6e49-617e-5233-bc13-5a6220fa9fe0?w=1790&h=2500,399.00,579.00,EUR,4.5,6,"
Airsurround erreicht alle Ecken des Zimmers
Puresensetechnologie für volle Kontrolle über das Raumklima
Dauerhaft verbunden, dank der zugehörigen App
Leistungsfähige Filtration
Beseitigt unangenehme Gerüche
","Airsurround reaches every corner of the room
Pure sense technology for full control over the room climate
Permanently connected thanks to the associated app
Efficient filtration
Eliminates unpleasant odors",https://www.otto.de/p/aeg-luftreiniger-ax91-404dg-fuer-92-m2-raeume-C1116777338/
Luftreiniger,Air Purifier,Klarstein,otto,4260414896620,"Klarstein Luftreiniger Vita Pure 2G 5-in-1 Luftreiniger Lufterfrischer Ionisator HEPA-13-Filter 50 m² 30 db 55 W UV-C Touch, für 50 m² Räume","Klarstein Air Purifier Vita Pure 2G 5-in-1 Air Purifier Air Freshener Ionizer HEPA-13 Filter 50 m² 30 db 55 W UV-C Touch, for 50 m² rooms",https://i.otto.de/i/otto/b04bd4f0-4d4f-5537-a5d6-13ea4f5a6aba?w=1790&h=2500,99.99,124.99,EUR,5.0,1,"
Aufatmen: Luftreiniger entfernt Feinstaub, Allergene, Pollen, Mikroben und Gerüche
5-fach Filtersystem: Vorfilter, HEPA13-Filter und Aktivkohle-Filter, UV-C-Sterilisator sowie Ionisator
HEPA-13-Filter: filtert 99,97 % aller Partikel aus der Luft
Einfach & übersichtlich: Touch-Bedienfeld mit Kontroll-LEDs
3 Geschwindigkeiten: max. 30 dB Betriebsgeräusch auf niedrigster und 50 dB auf höchster Stufe
","Take a deep breath: Air purifier removes fine dust, allergens, pollen, microbes and odors
5-way filter system: pre-filter, HEPA13 filter and activated carbon filter, UV-C sterilizer and ionizer
HEPA-13 filter: filters 99.97% of all particles from the air
Simple & clear: touch control panel with control LEDs
3 speeds: max. 30 dB operating noise at the lowest and 50 dB at the highest level",https://www.otto.de/p/klarstein-luftreiniger-vita-pure-2g-5-in-1-luftreiniger-lufterfrischer-ionisator-hepa-13-filter-50-m2-30-db-55-w-uv-c-touch-fuer-50-m2-raeume-CS072C0IB/
Epilierer,Epilator ,Braun,otto,4210201212348,Braun Haarentfernungsgerät,Braun hair removal device,https://i.otto.de/i/otto/d65323fc-5eb9-5b87-855c-580d1f4427b4?w=1790&h=2500,277.00,,EUR,,,,,https://www.otto.de/p/braun-haarentfernungsgeraet-CS071U02V/
Luftreiniger,Air Purifier,Braun,otto,4022167531049,"Braun Luftreiniger BFD104BE2 Scan & Clean, bis zu 129 m2, Dreifachfilterung, Luftqualitätssensor","Braun air purifier BFD104BE2 Scan & Clean, up to 129 m2, triple filtration, air quality sensor",https://i.otto.de/i/otto/cb69f31f-69e2-5e5e-9849-1cd4b35898d5?w=1790&h=2500,309.99,399.99,EUR,5.0,2,"
Luftqualitätssensoren mit farbcodierter Anzeige überwachen den Partikelgehalt in der Luft und zeigen die Luftqualität in Echtzeit.
Automatischer Smart-Modus aktiviert Filtration und ihre Intensität aufgrund fortlaufender Sensormessungen.
Das Dreifachfiltrierungssystem entfernt bis zu 99,9% der ultrafeinen Partikel, auch die, die für das Auge unsichtbar sind. (^1)
Bietet einen auswaschbaren Netz-Vorfilter, der größere Partikel, Staub und Tierschuppen einfängt.
Der Hochleistungskohlefilter (BRFV1E) reduziert Haushalts- und Tiergerüche sowie VOCs. (^1, 2) Alle 6 Monate austauschen.
","Air quality sensors with color-coded displays monitor the level of particles in the air and show the air quality in real time.
Automatic smart mode activates filtration and its intensity based on continuous sensor measurements.
The triple filtration system removes up to 99.9% of the ultra-fine particles, including those that are invisible to the eye. (^ 1)
Features a washable mesh pre-filter that traps larger particles, dust and animal dander.
The high-performance carbon filter (BRFV1E) reduces household and animal odors as well as VOCs. (^ 1, 2) Replace every 6 months.",https://www.otto.de/p/braun-luftreiniger-bfd104be2-scan-clean-bis-zu-129-m2-dreifachfilterung-luftqualitaetssensor-1334521096/
Standventilator,Pedestal Fan,Tristar,otto,8713016079275,"Tristar Standventilator VE-5898, einfach zu installieren und zu bedienen","Tristar pedestal fan VE-5898, easy to install and use",https://i.otto.de/i/otto/33876610?w=1790&h=2500,31.90,50.99,EUR,4.5,19,"
Verwöhnen Sie sich mit einem hochwertigen Standventilator
Voll ausgestattet mit Fernbedienung zur einfachen Steuerung
Dank des exklusiven Klappfußes einfach zu installieren
Viel Komfort durch drei verschiedene Luftstrom-Einstellungen
Starker Luftstrom dank leistungsfähigem 45-W-Motor
","Pamper yourself with a high quality pedestal fan
Fully equipped with remote control for easy control
Easy to install thanks to the exclusive folding foot
A lot of comfort thanks to three different airflow settings
Strong air flow thanks to the powerful 45 W motor",https://www.otto.de/p/tristar-standventilator-ve-5898-einfach-zu-installieren-und-zu-bedienen-C896520889/
Standventilator,Pedestal Fan,bestron,otto,8712184055838,"bestron Standventilator DFS45WB, mit Schwenkfunktion, Höhe: 150 cm, Ø 45 cm","bestron pedestal fan DFS45WB, with swivel function, height: 150 cm, Ø 45 cm",https://i.otto.de/i/otto/8e5ddd87-8e24-56b1-90b7-bdc3abf7d6bd?w=1790&h=2500,99.99,139.95,EUR,5.0,1,"
Stilvoller Standventilator in schlichtem Design für eine angenehme Luftzirkulation im Wohnzimmer, Schlafzimmer, Büro oder auf der Terrasse
Einfache Einstellung des Luftstroms direkt am Gerät: Verstellbarer Neigungswinkel, zuschaltbare horizontale Oszillation um 80°, 3 Geschwindigkeiten
Überall einsetzbar dank schlanker Größe (150 cm), Stabiler Stand dank robuster Verarbeitung und Gewicht (9.8 kg), Maximale Lautstärke von 65,75 dB(A)
Hochwertige Verarbeitung: Starke, aerodynamische Flügel mit praktischem Schutzgitter und leistungsstarker Kupfermotor, Kabellänge: 176 cm
5 Jahre Herstellergarantie
","Stylish pedestal fan in a simple design for pleasant air circulation in the living room, bedroom, office or on the terrace
Easy adjustment of the air flow directly on the device: adjustable angle of inclination, switchable horizontal oscillation by 80 °, 3 speeds
Can be used anywhere thanks to its slim size (150 cm), stable stand thanks to robust workmanship and weight (9.8 kg), maximum volume of 65.75 dB (A)
High quality workmanship: Strong, aerodynamic wings with practical protective grille and powerful copper motor, cable length: 176 cm
5 years manufacturer guarantee",https://www.otto.de/p/bestron-standventilator-dfs45wb-mit-schwenkfunktion-hoehe-150-cm-o-45-cm-1307566501/
Turmventilator,Tower Fan,Tristar,otto,8713016039613,"Tristar Turmventilator VE-5985, Stand Ventilator mit Timer (20-120 min), 3 Stufen","Tristar tower fan VE-5985, stand fan with timer (20-120 min), 3 steps",https://i.otto.de/i/otto/dab359fd-b3cd-5906-81a5-a8fef2cf8a19?w=1790&h=2500,29.99,44.99,EUR,,,"
Timerfunktion (20 bis 120 Min.)
Drei Lüftungsöffnungen (vorne & seitlich)
Großer Schwenkbereich von 75°
Drehschalter für 3 Leistungsstufen
Tragbar dank integriertem Griff
","Timer function (20 to 120 min.)
Three ventilation openings (front & side)
Large swivel range of 75 °
Rotary switch for 3 power levels
Portable thanks to the integrated handle",https://www.otto.de/p/tristar-turmventilator-ve-5985-stand-ventilator-mit-timer-20-120-min-3-stufen-S0J2B0TK/
Standventilator,Pedestal Fan,bestron,otto,8712184013678,"bestron Standventilator DFS45S, mit Schwenkfunktion im Retro-Design, Höhe: 127 cm, Ø 45 cm, 50 W, Chrom","bestron pedestal fan DFS45S, with swivel function in retro design, height: 127 cm, Ø 45 cm, 50 W, chrome",https://i.otto.de/i/otto/2de08223-99e8-5c5c-a211-1f2d1c670de6?w=1790&h=2500,79.99,99.95,EUR,1.0,1,"
Höhenverstellbarer Standventilator in retro Design für eine angenehme Luftzirkulation im Wohnzimmer, Schlafzimmer, Büro oder auf der Terrasse
Einfache Einstellung des Luftstroms direkt am Gerät: Verstellbarer Neigungswinkel, zuschaltbare horizontale Oszillation um 90°, 3 Geschwindigkeiten
Überall einsetzbar dank verstellbarem Standfuß (90 bis 127 cm) mit Feststellfunktion und geringem Gewicht (6 kg), Maximale Lautstärke von 64,30 dB(A)
Hochwertige Verarbeitung: Starke, aerodynamische Flügel mit praktischem Schutzgitter und leistungsstarker Kupfermotor, Kabellänge: 176 cm
5 Jahre Herstellergarantie
","Height-adjustable pedestal fan in retro design for pleasant air circulation in the living room, bedroom, office or on the terrace
Easy adjustment of the air flow directly on the device: adjustable angle of inclination, switchable horizontal oscillation by 90 °, 3 speeds
Can be used anywhere thanks to the adjustable stand (90 to 127 cm) with locking function and low weight (6 kg), maximum volume of 64.30 dB (A)
High quality workmanship: Strong, aerodynamic wings with practical protective grille and powerful copper motor, cable length: 176 cm
5 years manufacturer guarantee",https://www.otto.de/p/bestron-standventilator-dfs45s-mit-schwenkfunktion-im-retro-design-hoehe-127-cm-o-45-cm-50-w-chrom-1307557634/
Standventilator,Pedestal Fan,bestron,otto,8712184056804,"bestron Standventilator ASF40DZ, mit Schwenkfunktion und integriertem Steuerungsring, 3 Geschwindigkeitsstufen, horizontale Oszillation um 80°, variables Stativ, Höhe: 135 cm, Ø 45 cm, 55 W, Schwarz","bestron pedestal fan ASF40DZ, with swivel function and integrated control ring, 3 speed levels, horizontal oscillation by 80 °, variable stand, height: 135 cm, Ø 45 cm, 55 W, black",https://i.otto.de/i/otto/29b879d7-b6de-5e57-a9f0-89158d4221ff?w=1790&h=2500,52.99,64.95,EUR,5.0,2,"
Höhenverstellbarer Standventilator für eine angenehme und ruhige Luftzirkulation im Wohn- und Esszimmer, Schlafzimmer, Büro oder auf der Terrasse
Einfache Einstellung des Luftstroms direkt am Gerät: Verstellbarer Neigungswinkel, zuschaltbare horizontale Oszillation um 80°, 3 Geschwindigkeiten am Steuerring einstellbar
Überall einsetzbar dank verstellbarem Stativ (115 bis 135 cm) mit Feststellfunktion und geringem Gewicht (6 kg), Maximale Lautstärke von 64,30 dB(A)
Hochwertige Verarbeitung: Starke, aerodynamische Flügel mit praktischem Schutzgitter und leistungsstarkem Kupfermotor, Kabellänge: 180 cm
5 Jahre Herstellergarantie
","Height-adjustable standing fan for pleasant and quiet air circulation in the living and dining room, bedroom, office or on the terrace
Easy adjustment of the air flow directly on the device: adjustable angle of inclination, switchable horizontal oscillation by 80 °, 3 speeds adjustable on the control ring
Can be used anywhere thanks to the adjustable tripod (115 to 135 cm) with locking function and low weight (6 kg), maximum volume of 64.30 dB (A)
High quality workmanship: Strong, aerodynamic wings with practical protective grille and powerful copper motor, cable length: 180 cm
5 years manufacturer guarantee",https://www.otto.de/p/bestron-standventilator-asf40dz-mit-schwenkfunktion-und-integriertem-steuerungsring-3-geschwindigkeitsstufen-horizontale-oszillation-um-80-variables-stativ-hoehe-135-cm-o-45-cm-55-w-schwarz-1307339569/
Bodenventilator,Floor Fan ,bestron,otto,8712184013654,"bestron Bodenventilator im Retro-Stil, Vertikal verstellbar, Höhe: 39 cm, Ø 35 cm, 55 W, Schwarz","bestron floor fan in retro style, vertically adjustable, height: 39 cm, Ø 35 cm, 55 W, black",https://i.otto.de/i/otto/d50f98f6-608f-50cb-a5f7-592fbd54dcfb?w=1790&h=2500,44.00,64.95,EUR,5.0,23,"
Stilvoller Bodenventilator für eine angenehme Luftzirkulation in Wohn- oder Schlafzimmer oder im Büro - passend zu jedem Einrichtungsstil
Kraftvolle Winderzeugung dank hochwertigem Kupfermotor (55 W), 3 wählbaren Geschwindigkeitsstufen sowie aerodynamischen Ventilatorflügeln
Einfache Einstellung direkt am Gerät sowie vertikal verstellbarer Neigungswinkel für einen optimalen Luftstrom auch aus niedriger Position
Sicherer Stand ohne Wackeln und Verrutschen dank 3,05 kg Gewicht und robustem Gestell mit Antirutschfüßen
Lieferumfang: 1 Bestron Bodenventilator, Leistung: 55 Watt, Höhe: 39 cm, Durchmesser/Schutzgitter: 35 cm, Material: Metall, Farbe: Schwarz, DFA30
","Stylish floor fan for pleasant air circulation in the living room, bedroom or office - suitable for every furnishing style
Powerful wind generation thanks to the high-quality copper motor (55 W), 3 selectable speed levels and aerodynamic fan blades
Simple adjustment directly on the device as well as vertically adjustable angle of inclination for an optimal air flow even from a low position
Safe stand without wobbling or slipping thanks to the 3.05 kg weight and robust frame with anti-slip feet
Scope of delivery: 1 Bestron floor fan, power: 55 watts, height: 39 cm, diameter / protective grille: 35 cm, material: metal, color: black, DFA30",https://www.otto.de/p/bestron-bodenventilator-im-retro-stil-vertikal-verstellbar-hoehe-39-cm-o-35-cm-55-w-schwarz-C1043903379/
Bodenventilator,Floor Fan ,Tristar,otto,8713016026965,Tristar Standventilator VE-5936,Tristar Standventilator VE-5936,https://i.otto.de/i/otto/33880087?w=1790&h=2500,49.00,67.99,EUR,4.5,8,"
Robuster Bodenventilator dank stabilem Metallrahmen
Optimaler Luftstrom durch 70 Watt starken Motor
Mehr Komfort durch drei verschiedene Einstellungen
Größerer Kühlbereich dank 130 Grad Schrägverstellung
Sicherer Einsatz - rutschfeste Füße und Überhitzungsschutz
","Robust floor fan thanks to a sturdy metal frame
Optimal airflow through a 70 watt motor
More convenience through three different settings
Larger cooling area thanks to an incline of 130 degrees
Safe to use - non-slip feet and protection against overheating",https://www.otto.de/p/tristar-standventilator-ve-5936-C896451789/
Bodenventilator,Floor Fan ,Klarstein,otto,4060656449185,Klarstein Bodenventilator Mount Everest Säulenventilator 3 Stufen 3 Modi 40 W,Klarstein Floor Fan Mount Everest Column Fan 3 Levels 3 Modes 40 W,https://i.otto.de/i/otto/9378dee9-a45e-5877-b9ac-8e83081f5908?w=1790&h=2500,44.99,81.99,EUR,,,"
Gezielte Erfrischung: angenehmer, auf den Körper gerichteter Wind bei jeder Aktivität
Intuitive Bedienung: per Touch-Panel an der oberen Gerätefront oder bequem per Fernbedienung
Kraftvoll und praktisch: mit 3 Geschwindigkeitsstufen und Timer-Funktion bis 7,5 Stunden
Erfrischung in jeder Ecke: zuschaltbare 80° Oszillation für optimale Raumdurchlüftung
Geräuscharm: niedriges Betriebsgeräusch von nur 42,3 dB
","Targeted refreshment: pleasant wind directed towards the body during every activity
Intuitive operation: using the touch panel on the top of the device or conveniently using the remote control
Powerful and practical: with 3 speed levels and a timer function for up to 7.5 hours
Refreshment in every corner: switchable 80 ° oscillation for optimal room ventilation
Low noise: low operating noise of only 42.3 dB",https://www.otto.de/p/klarstein-bodenventilator-mount-everest-saeulenventilator-3-stufen-3-modi-40-w-S062C0Z4/
Bodenventilator,Floor Fan ,Klarstein,otto,4060656449192,Klarstein Bodenventilator Mount Everest Säulenventilator 3 Stufen 3 Modi 40 W,Klarstein Floor Fan Mount Everest Column Fan 3 Levels 3 Modes 40 W,https://i.otto.de/i/otto/5cb460bf-a474-51b0-b91e-b068dcd620a6?w=1790&h=2500,69.99,81.99,EUR,,,"
Gezielte Erfrischung: angenehmer, auf den Körper gerichteter Wind bei jeder Aktivität
Intuitive Bedienung: per Touch-Panel an der oberen Gerätefront oder bequem per Fernbedienung
Kraftvoll und praktisch: mit 3 Geschwindigkeitsstufen und Timer-Funktion bis 7,5 Stunden
Erfrischung in jeder Ecke: zuschaltbare 80° Oszillation für optimale Raumdurchlüftung
Geräuscharm: niedriges Betriebsgeräusch von nur 42,3 dB
","Targeted refreshment: pleasant wind directed towards the body during every activity
Intuitive operation: using the touch panel on the top of the device or conveniently using the remote control
Powerful and practical: with 3 speed levels and a timer function for up to 7.5 hours
Refreshment in every corner: switchable 80 ° oscillation for optimal room ventilation
Low noise: low operating noise of only 42.3 dB",https://www.otto.de/p/klarstein-bodenventilator-mount-everest-saeulenventilator-3-stufen-3-modi-40-w-S062C0YY/
